id,owner_id,owner_kind,article_code,condition_type,text,normalized_text,required
condition_article_257_clause_2_point_i,article_257_clause_2_point_i,Point,257,condition,Gây bệnh nguy hiểm cho người khác;,gay benh nguy hiem cho nguoi khac,true
condition_article_257_clause_2_point_k,article_257_clause_2_point_k,Point,257,aggravating_or_frame_factor,Tái phạm nguy hiểm.,tai pham nguy hiem,true
condition_article_257_clause_3_point_a,article_257_clause_3_point_a,Point,257,consequence,Gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 61% trở lên hoặc gây chết người;,gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 61 tro len hoac gay chet nguoi,true
condition_article_257_clause_3_point_b,article_257_clause_3_point_b,Point,257,condition,Gây bệnh nguy hiểm cho 02 người trở lên;,gay benh nguy hiem cho 02 nguoi tro len,true
condition_article_257_clause_3_point_c,article_257_clause_3_point_c,Point,257,subject_age,Đối với người dưới 13 tuổi.,doi voi nguoi duoi 13 tuoi,true
condition_article_258_clause_1,article_258_clause_1,Clause,258,act_and_subject,"Người nào rủ rê, dụ dỗ, xúi giục hoặc bằng các thủ đoạn khác nhằm lôi kéo người khác sử dụng trái phép chất ma túy",nguoi nao ru re du do xui giuc hoac bang cac thu doan khac nham loi keo nguoi khac su dung trai phep chat ma tuy,true
condition_article_258_clause_2,article_258_clause_2,Clause,258,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_258_clause_3,article_258_clause_3,Clause,258,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_258_clause_4,article_258_clause_4,Clause,258,condition,Phạm tội trong trường hợp gây chết 02 người trở lên,pham toi trong truong hop gay chet 02 nguoi tro len,true
condition_article_258_clause_5,article_258_clause_5,Clause,258,quantity_or_value_threshold,Người phạm tội còn có thể bị phạt tiền từ 5.000.000 đồng đến 100.000.000 đồng.,nguoi pham toi con co the bi phat tien tu 5 000 000 dong den 100 000 000 dong,true
condition_article_258_clause_2_point_a,article_258_clause_2_point_a,Point,258,aggravating_or_frame_factor,Có tổ chức;,co to chuc,true
condition_article_258_clause_2_point_b,article_258_clause_2_point_b,Point,258,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_258_clause_2_point_c,article_258_clause_2_point_c,Point,258,condition,Vì động cơ đê hèn hoặc vì tư lợi;,vi dong co de hen hoac vi tu loi,true
condition_article_258_clause_2_point_d,article_258_clause_2_point_d,Point,258,subject_age,Đối với người từ đủ 13 tuổi đến dưới 18 tuổi;,doi voi nguoi tu du 13 tuoi den duoi 18 tuoi,true
condition_article_258_clause_2_point_d,article_258_clause_2_point_d,Point,258,condition,Đối với phụ nữ mà biết là có thai;,doi voi phu nu ma biet la co thai,true
condition_article_258_clause_2_point_e,article_258_clause_2_point_e,Point,258,condition,Đối với 02 người trở lên;,doi voi 02 nguoi tro len,true
condition_article_258_clause_2_point_g,article_258_clause_2_point_g,Point,258,condition,Đối với người đang cai nghiện;,doi voi nguoi dang cai nghien,true
condition_article_258_clause_2_point_h,article_258_clause_2_point_h,Point,258,consequence,Gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;,gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60,true
condition_article_258_clause_2_point_i,article_258_clause_2_point_i,Point,258,condition,Gây bệnh nguy hiểm cho người khác;,gay benh nguy hiem cho nguoi khac,true
condition_article_258_clause_2_point_k,article_258_clause_2_point_k,Point,258,aggravating_or_frame_factor,Tái phạm nguy hiểm.,tai pham nguy hiem,true
condition_article_258_clause_3_point_a,article_258_clause_3_point_a,Point,258,consequence,Gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên hoặc gây chết người;,gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len hoac gay chet nguoi,true
condition_article_258_clause_3_point_b,article_258_clause_3_point_b,Point,258,condition,Gây bệnh nguy hiểm cho 02 người trở lên;,gay benh nguy hiem cho 02 nguoi tro len,true
condition_article_258_clause_3_point_c,article_258_clause_3_point_c,Point,258,subject_age,Đối với người dưới 13 tuổi.,doi voi nguoi duoi 13 tuoi,true
condition_article_259_clause_1,article_259_clause_1,Clause,259,act_and_subject,"Người nào có trách nhiệm trong quản lý chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần mà thực hiện một trong các hành vi sau đây, đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc đã bị kết án về một trong các tội quy định tại Chương XX của Bộ luật này, chưa được xóa án tích mà còn vi phạm",nguoi nao co trach nhiem trong quan ly chat ma tuy tien chat thuoc gay nghien thuoc huong than ma thuc hien mot trong cac hanh vi sau day da bi xu ly ky luat hoac xu phat vi pham hanh chinh ve mot trong cac hanh vi quy dinh tai dieu nay hoac da bi ket an ve mot trong cac toi quy dinh tai chuong xx cua bo luat nay chua duoc xoa an tich ma con vi pham,true
condition_article_259_clause_2,article_259_clause_2,Clause,259,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_259_clause_3,article_259_clause_3,Clause,259,quantity_or_value_threshold,"Người phạm tội còn có thể bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm.",nguoi pham toi con co the bi phat tien tu 10 000 000 dong den 50 000 000 dong cam dam nhiem chuc vu cam hanh nghe hoac lam cong viec nhat dinh tu 01 nam den 05 nam,true
condition_article_259_clause_1_point_a,article_259_clause_1_point_a,Point,259,condition,"Vi phạm quy định về xuất khẩu, nhập khẩu, tạm nhập, tái xuất, quá cảnh chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần;",vi pham quy dinh ve xuat khau nhap khau tam nhap tai xuat qua canh chat ma tuy tien chat thuoc gay nghien hoac thuoc huong than,true
condition_article_259_clause_1_point_b,article_259_clause_1_point_b,Point,259,condition,"Vi phạm quy định về nghiên cứu, giám định, sản xuất, bảo quản chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần;",vi pham quy dinh ve nghien cuu giam dinh san xuat bao quan chat ma tuy tien chat thuoc gay nghien hoac thuoc huong than,true
condition_article_259_clause_1_point_c,article_259_clause_1_point_c,Point,259,condition,"Vi phạm quy định về giao nhận, vận chuyển chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần;",vi pham quy dinh ve giao nhan van chuyen chat ma tuy tien chat thuoc gay nghien hoac thuoc huong than,true
condition_article_259_clause_1_point_d,article_259_clause_1_point_d,Point,259,condition,"Vi phạm quy định về phân phối, mua bán, trao đổi chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần;",vi pham quy dinh ve phan phoi mua ban trao doi chat ma tuy tien chat thuoc gay nghien hoac thuoc huong than,true
condition_article_259_clause_1_point_d,article_259_clause_1_point_d,Point,259,condition,"Vi phạm quy định về quản lý, kiểm soát, lưu giữ chất ma túy, tiền chất, thuốc gây nghiện hoặc thuốc hướng thần tại khu vực cửa khẩu, khu vực biên giới, trên biển;",vi pham quy dinh ve quan ly kiem soat luu giu chat ma tuy tien chat thuoc gay nghien hoac thuoc huong than tai khu vuc cua khau khu vuc bien gioi tren bien,true
condition_article_259_clause_1_point_e,article_259_clause_1_point_e,Point,259,condition,"Vi phạm quy định về cấp phát, cho phép sử dụng chất ma túy, thuốc gây nghiện hoặc thuốc hướng thần.",vi pham quy dinh ve cap phat cho phep su dung chat ma tuy thuoc gay nghien hoac thuoc huong than,true
condition_article_259_clause_2_point_a,article_259_clause_2_point_a,Point,259,aggravating_or_frame_factor,Có tổ chức;,co to chuc,true
condition_article_259_clause_2_point_b,article_259_clause_2_point_b,Point,259,condition,Phạm tội 02 lần trở lên;,pham toi 02 lan tro len,true
condition_article_259_clause_2_point_c,article_259_clause_2_point_c,Point,259,aggravating_or_frame_factor,Tái phạm nguy hiểm.,tai pham nguy hiem,true
condition_article_260_clause_1,article_260_clause_1,Clause,260,consequence,Người nào tham gia giao thông đường bộ mà vi phạm quy định về an toàn giao thông đường bộ gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây,nguoi nao tham gia giao thong duong bo ma vi pham quy dinh ve an toan giao thong duong bo gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day,true
condition_article_260_clause_2,article_260_clause_2,Clause,260,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_260_clause_3,article_260_clause_3,Clause,260,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_260_clause_4,article_260_clause_4,Clause,260,condition,"Vi phạm quy định về tham gia giao thông đường bộ trong trường hợp có khả năng thực tế dẫn đến hậu quả quy định tại một trong các điểm a, b và c khoản 3 Điều này nếu không được ngăn chặn kịp thời",vi pham quy dinh ve tham gia giao thong duong bo trong truong hop co kha nang thuc te dan den hau qua quy dinh tai mot trong cac diem a b va c khoan 3 dieu nay neu khong duoc ngan chan kip thoi,true
condition_article_260_clause_5,article_260_clause_5,Clause,260,aggravating_or_frame_factor,"Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm.",nguoi pham toi con co the bi cam dam nhiem chuc vu cam hanh nghe hoac lam cong viec nhat dinh tu 01 nam den 05 nam,true
condition_article_260_clause_1_point_a,article_260_clause_1_point_a,Point,260,consequence,Làm chết người;,lam chet nguoi,true
condition_article_260_clause_1_point_b,article_260_clause_1_point_b,Point,260,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 01 nguoi ma ty le ton thuong co the 61 tro len,true
condition_article_260_clause_1_point_c,article_260_clause_1_point_c,Point,260,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121,true
condition_article_260_clause_1_point_d,article_260_clause_1_point_d,Point,260,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_260_clause_2_point_a,article_260_clause_2_point_a,Point,260,condition,Không có giấy phép lái xe theo quy định;,khong co giay phep lai xe theo quy dinh,true
condition_article_260_clause_2_point_b,article_260_clause_2_point_b,Point,260,condition,"Trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy hoặc chất kích thích mạnh khác;",trong tinh trang co su dung ruou bia ma trong mau hoac hoi tho co nong do con vuot qua muc quy dinh co su dung chat ma tuy hoac chat kich thich manh khac,true
condition_article_260_clause_2_point_c,article_260_clause_2_point_c,Point,260,condition,Bỏ chạy để trốn tránh trách nhiệm hoặc cố ý không cứu giúp người bị nạn;,bo chay de tron tranh trach nhiem hoac co y khong cuu giup nguoi bi nan,true
condition_article_260_clause_2_point_d,article_260_clause_2_point_d,Point,260,condition,Không chấp hành hiệu lệnh của người điều khiển hoặc hướng dẫn giao thông;,khong chap hanh hieu lenh cua nguoi dieu khien hoac huong dan giao thong,true
condition_article_260_clause_2_point_d,article_260_clause_2_point_d,Point,260,consequence,Làm chết 02 người;,lam chet 02 nguoi,true
condition_article_260_clause_2_point_e,article_260_clause_2_point_e,Point,260,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 122 den 200,true
condition_article_260_clause_2_point_g,article_260_clause_2_point_g,Point,260,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 500 000 000 dong,true
condition_article_260_clause_3_point_a,article_260_clause_3_point_a,Point,260,consequence,Làm chết 03 người trở lên;,lam chet 03 nguoi tro len,true
condition_article_260_clause_3_point_b,article_260_clause_3_point_b,Point,260,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 03 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 201 tro len,true
condition_article_260_clause_3_point_c,article_260_clause_3_point_c,Point,260,quantity_or_value_threshold,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.,gay thiet hai ve tai san 1 500 000 000 dong tro len,true
condition_article_261_clause_1,article_261_clause_1,Clause,261,consequence,"Người nào đào, khoan, xẻ, san lấp trái phép công trình giao thông đường bộ; đặt, để, đổ trái phép vật liệu, phế thải, rác thải, vật sắc nhọn, chất gây trơn hoặc chướng ngại vật khác gây cản trở giao thông đường bộ; tháo dỡ, di chuyển trái phép, làm sai lệch, che khuất hoặc phá hủy biển báo hiệu, đèn tín hiệu, cọc tiêu, gương cầu, dải phân cách hoặc thiết bị an toàn giao thông đường bộ khác; mở đường giao cắt trái phép qua đường bộ, đường có dải phân cách; sử dụng trái phép lề đường, hè phố, phần đường xe chạy, hành lang an toàn đường bộ hoặc vi phạm quy định về bảo đảm an toàn giao thông khi thi công trên đường bộ gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây",nguoi nao dao khoan xe san lap trai phep cong trinh giao thong duong bo dat de do trai phep vat lieu phe thai rac thai vat sac nhon chat gay tron hoac chuong ngai vat khac gay can tro giao thong duong bo thao do di chuyen trai phep lam sai lech che khuat hoac pha huy bien bao hieu den tin hieu coc tieu guong cau dai phan cach hoac thiet bi an toan giao thong duong bo khac mo duong giao cat trai phep qua duong bo duong co dai phan cach su dung trai phep le duong he pho phan duong xe chay hanh lang an toan duong bo hoac vi pham quy dinh ve bao dam an toan giao thong khi thi cong tren duong bo gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day,true
condition_article_261_clause_2,article_261_clause_2,Clause,261,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_261_clause_3,article_261_clause_3,Clause,261,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_261_clause_4,article_261_clause_4,Clause,261,condition,"Cản trở giao thông đường bộ trong trường hợp có khả năng thực tế dẫn đến hậu quả quy định tại một trong các điểm a, b và c khoản 3 Điều này nếu không được ngăn chặn kịp thời",can tro giao thong duong bo trong truong hop co kha nang thuc te dan den hau qua quy dinh tai mot trong cac diem a b va c khoan 3 dieu nay neu khong duoc ngan chan kip thoi,true
condition_article_261_clause_1_point_a,article_261_clause_1_point_a,Point,261,consequence,Làm chết người;,lam chet nguoi,true
condition_article_261_clause_1_point_b,article_261_clause_1_point_b,Point,261,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 01 nguoi ma ty le ton thuong co the 61 tro len,true
condition_article_261_clause_1_point_c,article_261_clause_1_point_c,Point,261,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121,true
condition_article_261_clause_1_point_d,article_261_clause_1_point_d,Point,261,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_261_clause_2_point_a,article_261_clause_2_point_a,Point,261,condition,"Tại đèo, dốc, đường cao tốc hoặc đoạn đường nguy hiểm;",tai deo doc duong cao toc hoac doan duong nguy hiem,true
condition_article_261_clause_2_point_b,article_261_clause_2_point_b,Point,261,consequence,Làm chết 02 người;,lam chet 02 nguoi,true
condition_article_261_clause_2_point_c,article_261_clause_2_point_c,Point,261,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 122 den 200,true
condition_article_261_clause_2_point_d,article_261_clause_2_point_d,Point,261,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 500 000 000 dong,true
condition_article_261_clause_3_point_a,article_261_clause_3_point_a,Point,261,consequence,Làm chết 03 người trở lên;,lam chet 03 nguoi tro len,true
condition_article_261_clause_3_point_b,article_261_clause_3_point_b,Point,261,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 03 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 201 tro len,true
condition_article_261_clause_3_point_c,article_261_clause_3_point_c,Point,261,quantity_or_value_threshold,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.,gay thiet hai ve tai san 1 500 000 000 dong tro len,true
condition_article_262_clause_1,article_262_clause_1,Clause,262,consequence,"Người nào chịu trách nhiệm trực tiếp về việc điều động hoặc về tình trạng kỹ thuật mà cho phép đưa vào sử dụng phương tiện giao thông cơ giới đường bộ, xe máy chuyên dùng rõ ràng không bảo đảm tiêu chuẩn an toàn kỹ thuật gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây",nguoi nao chiu trach nhiem truc tiep ve viec dieu dong hoac ve tinh trang ky thuat ma cho phep dua vao su dung phuong tien giao thong co gioi duong bo xe may chuyen dung ro rang khong bao dam tieu chuan an toan ky thuat gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day,true
condition_article_262_clause_2,article_262_clause_2,Clause,262,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_262_clause_3,article_262_clause_3,Clause,262,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_262_clause_4,article_262_clause_4,Clause,262,aggravating_or_frame_factor,"Người phạm tội còn có thể bị cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm.",nguoi pham toi con co the bi cam dam nhiem chuc vu cam hanh nghe hoac lam cong viec nhat dinh tu 01 nam den 05 nam,true
condition_article_262_clause_1_point_a,article_262_clause_1_point_a,Point,262,consequence,Làm chết người;,lam chet nguoi,true
condition_article_262_clause_1_point_b,article_262_clause_1_point_b,Point,262,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 01 nguoi ma ty le ton thuong co the 61 tro len,true
condition_article_262_clause_1_point_c,article_262_clause_1_point_c,Point,262,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121,true
condition_article_262_clause_1_point_d,article_262_clause_1_point_d,Point,262,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_262_clause_2_point_a,article_262_clause_2_point_a,Point,262,consequence,Làm chết 02 người;,lam chet 02 nguoi,true
condition_article_262_clause_2_point_b,article_262_clause_2_point_b,Point,262,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 122 den 200,true
condition_article_262_clause_2_point_c,article_262_clause_2_point_c,Point,262,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 500 000 000 dong,true
condition_article_262_clause_3_point_a,article_262_clause_3_point_a,Point,262,consequence,Làm chết 03 người trở lên;,lam chet 03 nguoi tro len,true
condition_article_262_clause_3_point_b,article_262_clause_3_point_b,Point,262,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 03 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 201 tro len,true
condition_article_262_clause_3_point_c,article_262_clause_3_point_c,Point,262,quantity_or_value_threshold,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.,gay thiet hai ve tai san 1 500 000 000 dong tro len,true
condition_article_263_clause_1,article_263_clause_1,Clause,263,subject_age,"Người nào có thẩm quyền mà biết rõ người không có giấy phép lái xe, không đủ sức khỏe, độ tuổi để điều khiển phương tiện hoặc người đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật mà vẫn điều động người đó điều khiển phương tiện tham gia giao thông đường bộ gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây",nguoi nao co tham quyen ma biet ro nguoi khong co giay phep lai xe khong du suc khoe do tuoi de dieu khien phuong tien hoac nguoi dang trong tinh trang co su dung ruou bia ma trong mau hoac hoi tho co nong do con vuot qua muc quy dinh co su dung chat ma tuy chat kich thich manh khac hoac khong du cac dieu kien khac theo quy dinh cua phap luat ma van dieu dong nguoi do dieu khien phuong tien tham gia giao thong duong bo gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day,true
condition_article_263_clause_2,article_263_clause_2,Clause,263,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_263_clause_3,article_263_clause_3,Clause,263,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_263_clause_4,article_263_clause_4,Clause,263,quantity_or_value_threshold,"Người phạm tội còn có thể bị phạt tiền từ 10.000.000 đồng đến 30.000.000 đồng, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm.",nguoi pham toi con co the bi phat tien tu 10 000 000 dong den 30 000 000 dong cam dam nhiem chuc vu cam hanh nghe hoac lam cong viec nhat dinh tu 01 nam den 05 nam,true
condition_article_263_clause_1_point_a,article_263_clause_1_point_a,Point,263,consequence,Làm chết người;,lam chet nguoi,true
condition_article_263_clause_1_point_b,article_263_clause_1_point_b,Point,263,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 01 nguoi ma ty le ton thuong co the 61 tro len,true
condition_article_263_clause_1_point_c,article_263_clause_1_point_c,Point,263,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121,true
condition_article_263_clause_1_point_d,article_263_clause_1_point_d,Point,263,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong,true
condition_article_263_clause_2_point_a,article_263_clause_2_point_a,Point,263,consequence,Làm chết 02 người;,lam chet 02 nguoi,true
condition_article_263_clause_2_point_b,article_263_clause_2_point_b,Point,263,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%;,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 122 den 200,true
condition_article_263_clause_2_point_c,article_263_clause_2_point_c,Point,263,quantity_or_value_threshold,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 500 000 000 dong,true
condition_article_263_clause_3_point_a,article_263_clause_3_point_a,Point,263,consequence,Làm chết 03 người trở lên;,lam chet 03 nguoi tro len,true
condition_article_263_clause_3_point_b,article_263_clause_3_point_b,Point,263,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 03 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 201 tro len,true
condition_article_263_clause_3_point_c,article_263_clause_3_point_c,Point,263,quantity_or_value_threshold,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.,gay thiet hai ve tai san 1 500 000 000 dong tro len,true
condition_article_264_clause_1,article_264_clause_1,Clause,264,consequence,"Người nào giao cho người mà biết rõ người đó không có giấy phép lái xe hoặc đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện tham gia giao thông đường bộ gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây",nguoi nao giao cho nguoi ma biet ro nguoi do khong co giay phep lai xe hoac dang trong tinh trang co su dung ruou bia ma trong mau hoac hoi tho co nong do con vuot qua muc quy dinh co su dung chat ma tuy chat kich thich manh khac hoac khong du cac dieu kien khac theo quy dinh cua phap luat dieu khien phuong tien tham gia giao thong duong bo gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day,true
condition_article_264_clause_2,article_264_clause_2,Clause,264,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_264_clause_3,article_264_clause_3,Clause,264,condition,Phạm tội thuộc một trong các trường hợp sau đây,pham toi thuoc mot trong cac truong hop sau day,true
condition_article_264_clause_4,article_264_clause_4,Clause,264,quantity_or_value_threshold,Người phạm tội còn có thể bị phạt tiền từ 10.000.000 đồng đến 30.000.000 đồng.,nguoi pham toi con co the bi phat tien tu 10 000 000 dong den 30 000 000 dong,true
condition_article_264_clause_1_point_a,article_264_clause_1_point_a,Point,264,consequence,Làm chết người;,lam chet nguoi,true
condition_article_264_clause_1_point_b,article_264_clause_1_point_b,Point,264,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên;,gay thuong tich hoac gay ton hai cho suc khoe cua 01 nguoi ma ty le ton thuong co the 61 tro len,true
