id,owner_id,owner_kind,article_code,condition_type,text,normalized_text,required
condition_article_1_clause_0,article_1_clause_0,Clause,1,quantity_or_value_threshold,"Bộ luật hình sự có nhiệm vụ bảo vệ chủ quyền quốc gia, an ninh của đất nước, bảo vệ chế độ xã hội chủ nghĩa, quyền con người, quyền công dân, bảo vệ quyền bình đẳng giữa đồng bào các dân tộc, bảo vệ lợi ích của Nhà nước, tổ chức, bảo vệ trật tự pháp luật, chống mọi hành vi phạm tội; giáo dục mọi người ý thức tuân theo pháp luật, phòng ngừa và đấu tranh chống tội phạm. Bộ luật này quy định về tội phạm và hình phạt.",bo luat hinh su co nhiem vu bao ve chu quyen quoc gia an ninh cua dat nuoc bao ve che do xa hoi chu nghia quyen con nguoi quyen cong dan bao ve quyen binh dang giua dong bao cac dan toc bao ve loi ich cua nha nuoc to chuc bao ve trat tu phap luat chong moi hanh vi pham toi giao duc moi nguoi y thuc tuan theo phap luat phong ngua va dau tranh chong toi pham bo luat nay quy dinh ve toi pham va hinh phat,true
condition_article_2_clause_1,article_2_clause_1,Clause,2,act_and_subject,Chỉ người nào phạm một tội đã được Bộ luật hình sự quy định mới phải chịu trách nhiệm hình sự.,chi nguoi nao pham mot toi da duoc bo luat hinh su quy dinh moi phai chiu trach nhiem hinh su,true
condition_article_2_clause_2,article_2_clause_2,Clause,2,act_and_subject,Chỉ pháp nhân thương mại nào phạm một tội đã được quy định tại Điều 76 của Bộ luật này mới phải chịu trách nhiệm hình sự.,chi phap nhan thuong mai nao pham mot toi da duoc quy dinh tai dieu 76 cua bo luat nay moi phai chiu trach nhiem hinh su,true
condition_article_3_clause_1,article_3_clause_1,Clause,3,quantity_or_value_threshold,"Đối với người phạm tội: a) Mọi hành vi phạm tội do người thực hiện phải được phát hiện kịp thời, xử lý nhanh chóng, công minh theo đúng pháp luật; b) Mọi người phạm tội đều bình đẳng trước pháp luật, không phân biệt giới tính, dân tộc, tín ngưỡng, tôn giáo, thành phần, địa vị xã hội; c) Nghiêm trị người chủ mưu, cầm đầu, chỉ huy, ngoan cố chống đối, côn đồ, tái phạm nguy hiểm, lợi dụng chức vụ, quyền hạn để phạm tội; d) Nghiêm trị người phạm tội dùng thủ đoạn xảo quyệt, có tổ chức, có tính chất chuyên nghiệp, cố ý gây hậu quả đặc biệt nghiêm trọng. Khoan hồng đối với người tự thú, đầu thú, thành khẩn khai báo, tố giác đồng phạm, lập công chuộc tội, tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án, ăn năn hối cải, tự nguyện sửa chữa hoặc bồi thường thiệt hại gây ra; đ) Đối với người lần đầu phạm tội ít nghiêm trọng, thì có thể áp dụng hình phạt nhẹ hơn hình phạt tù, giao họ cho cơ quan, tổ chức hoặc gia đình giám sát, giáo dục; e) Đối với người bị phạt tù thì buộc họ phải chấp hành hình phạt tại các cơ sở giam giữ, phải lao động, học tập để trở thành người có ích cho xã hội; nếu họ có đủ điều kiện do Bộ luật này quy định, thì có thể được xét giảm thời hạn chấp hành hình phạt, tha tù trước thời hạn có điều kiện; g) Người đã chấp hành xong hình phạt được tạo điều kiện làm ăn, sinh sống lương thiện, hòa nhập với cộng đồng, khi có đủ điều kiện do luật định thì được xóa án tích.",doi voi nguoi pham toi a moi hanh vi pham toi do nguoi thuc hien phai duoc phat hien kip thoi xu ly nhanh chong cong minh theo dung phap luat b moi nguoi pham toi deu binh dang truoc phap luat khong phan biet gioi tinh dan toc tin nguong ton giao thanh phan dia vi xa hoi c nghiem tri nguoi chu muu cam dau chi huy ngoan co chong doi con do tai pham nguy hiem loi dung chuc vu quyen han de pham toi d nghiem tri nguoi pham toi dung thu doan xao quyet co to chuc co tinh chat chuyen nghiep co y gay hau qua dac biet nghiem trong khoan hong doi voi nguoi tu thu dau thu thanh khan khai bao to giac dong pham lap cong chuoc toi tich cuc hop tac voi co quan co trach nhiem trong viec phat hien toi pham hoac trong qua trinh giai quyet vu an an nan hoi cai tu nguyen sua chua hoac boi thuong thiet hai gay ra d doi voi nguoi lan dau pham toi it nghiem trong thi co the ap dung hinh phat nhe hon hinh phat tu giao ho cho co quan to chuc hoac gia dinh giam sat giao duc e doi voi nguoi bi phat tu thi buoc ho phai chap hanh hinh phat tai cac co so giam giu phai lao dong hoc tap de tro thanh nguoi co ich cho xa hoi neu ho co du dieu kien do bo luat nay quy dinh thi co the duoc xet giam thoi han chap hanh hinh phat tha tu truoc thoi han co dieu kien g nguoi da chap hanh xong hinh phat duoc tao dieu kien lam an sinh song luong thien hoa nhap voi cong dong khi co du dieu kien do luat dinh thi duoc xoa an tich,true
condition_article_3_clause_2,article_3_clause_2,Clause,3,aggravating_or_frame_factor,"Đối với pháp nhân thương mại phạm tội: a) Mọi hành vi phạm tội do pháp nhân thương mại thực hiện phải được phát hiện kịp thời, xử lý nhanh chóng, công minh theo đúng pháp luật; b) Mọi pháp nhân thương mại phạm tội đều bình đẳng trước pháp luật, không phân biệt hình thức sở hữu và thành phần kinh tế; c) Nghiêm trị pháp nhân thương mại phạm tội dùng thủ đoạn tinh vi, có tính chất chuyên nghiệp, cố ý gây hậu quả đặc biệt nghiêm trọng; d) Khoan hồng đối với pháp nhân thương mại tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án, tự nguyện sửa chữa, bồi thường thiệt hại gây ra, chủ động ngăn chặn hoặc khắc phục hậu quả xảy ra.",doi voi phap nhan thuong mai pham toi a moi hanh vi pham toi do phap nhan thuong mai thuc hien phai duoc phat hien kip thoi xu ly nhanh chong cong minh theo dung phap luat b moi phap nhan thuong mai pham toi deu binh dang truoc phap luat khong phan biet hinh thuc so huu va thanh phan kinh te c nghiem tri phap nhan thuong mai pham toi dung thu doan tinh vi co tinh chat chuyen nghiep co y gay hau qua dac biet nghiem trong d khoan hong doi voi phap nhan thuong mai tich cuc hop tac voi co quan co trach nhiem trong viec phat hien toi pham hoac trong qua trinh giai quyet vu an tu nguyen sua chua boi thuong thiet hai gay ra chu dong ngan chan hoac khac phuc hau qua xay ra,true
condition_article_3_clause_1_point_a,article_3_clause_1_point_a,Point,3,condition,"Mọi hành vi phạm tội do người thực hiện phải được phát hiện kịp thời, xử lý nhanh chóng, công minh theo đúng pháp luật;",moi hanh vi pham toi do nguoi thuc hien phai duoc phat hien kip thoi xu ly nhanh chong cong minh theo dung phap luat,true
condition_article_3_clause_1_point_b,article_3_clause_1_point_b,Point,3,act_and_subject,"Mọi người phạm tội đều bình đẳng trước pháp luật, không phân biệt giới tính, dân tộc, tín ngưỡng, tôn giáo, thành phần, địa vị xã hội;",moi nguoi pham toi deu binh dang truoc phap luat khong phan biet gioi tinh dan toc tin nguong ton giao thanh phan dia vi xa hoi,true
condition_article_3_clause_1_point_c,article_3_clause_1_point_c,Point,3,aggravating_or_frame_factor,"Nghiêm trị người chủ mưu, cầm đầu, chỉ huy, ngoan cố chống đối, côn đồ, tái phạm nguy hiểm, lợi dụng chức vụ, quyền hạn để phạm tội;",nghiem tri nguoi chu muu cam dau chi huy ngoan co chong doi con do tai pham nguy hiem loi dung chuc vu quyen han de pham toi,true
condition_article_3_clause_1_point_d,article_3_clause_1_point_d,Point,3,quantity_or_value_threshold,"Nghiêm trị người phạm tội dùng thủ đoạn xảo quyệt, có tổ chức, có tính chất chuyên nghiệp, cố ý gây hậu quả đặc biệt nghiêm trọng. Khoan hồng đối với người tự thú, đầu thú, thành khẩn khai báo, tố giác đồng phạm, lập công chuộc tội, tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án, ăn năn hối cải, tự nguyện sửa chữa hoặc bồi thường thiệt hại gây ra;",nghiem tri nguoi pham toi dung thu doan xao quyet co to chuc co tinh chat chuyen nghiep co y gay hau qua dac biet nghiem trong khoan hong doi voi nguoi tu thu dau thu thanh khan khai bao to giac dong pham lap cong chuoc toi tich cuc hop tac voi co quan co trach nhiem trong viec phat hien toi pham hoac trong qua trinh giai quyet vu an an nan hoi cai tu nguyen sua chua hoac boi thuong thiet hai gay ra,true
condition_article_3_clause_1_point_d,article_3_clause_1_point_d,Point,3,condition,"Đối với người lần đầu phạm tội ít nghiêm trọng, thì có thể áp dụng hình phạt nhẹ hơn hình phạt tù, giao họ cho cơ quan, tổ chức hoặc gia đình giám sát, giáo dục;",doi voi nguoi lan dau pham toi it nghiem trong thi co the ap dung hinh phat nhe hon hinh phat tu giao ho cho co quan to chuc hoac gia dinh giam sat giao duc,true
condition_article_3_clause_1_point_e,article_3_clause_1_point_e,Point,3,condition,"Đối với người bị phạt tù thì buộc họ phải chấp hành hình phạt tại các cơ sở giam giữ, phải lao động, học tập để trở thành người có ích cho xã hội; nếu họ có đủ điều kiện do Bộ luật này quy định, thì có thể được xét giảm thời hạn chấp hành hình phạt, tha tù trước thời hạn có điều kiện;",doi voi nguoi bi phat tu thi buoc ho phai chap hanh hinh phat tai cac co so giam giu phai lao dong hoc tap de tro thanh nguoi co ich cho xa hoi neu ho co du dieu kien do bo luat nay quy dinh thi co the duoc xet giam thoi han chap hanh hinh phat tha tu truoc thoi han co dieu kien,true
condition_article_3_clause_1_point_g,article_3_clause_1_point_g,Point,3,quantity_or_value_threshold,"Người đã chấp hành xong hình phạt được tạo điều kiện làm ăn, sinh sống lương thiện, hòa nhập với cộng đồng, khi có đủ điều kiện do luật định thì được xóa án tích.",nguoi da chap hanh xong hinh phat duoc tao dieu kien lam an sinh song luong thien hoa nhap voi cong dong khi co du dieu kien do luat dinh thi duoc xoa an tich,true
condition_article_3_clause_2_point_a,article_3_clause_2_point_a,Point,3,act_and_subject,"Mọi hành vi phạm tội do pháp nhân thương mại thực hiện phải được phát hiện kịp thời, xử lý nhanh chóng, công minh theo đúng pháp luật;",moi hanh vi pham toi do phap nhan thuong mai thuc hien phai duoc phat hien kip thoi xu ly nhanh chong cong minh theo dung phap luat,true
condition_article_3_clause_2_point_b,article_3_clause_2_point_b,Point,3,act_and_subject,"Mọi pháp nhân thương mại phạm tội đều bình đẳng trước pháp luật, không phân biệt hình thức sở hữu và thành phần kinh tế;",moi phap nhan thuong mai pham toi deu binh dang truoc phap luat khong phan biet hinh thuc so huu va thanh phan kinh te,true
condition_article_3_clause_2_point_c,article_3_clause_2_point_c,Point,3,aggravating_or_frame_factor,"Nghiêm trị pháp nhân thương mại phạm tội dùng thủ đoạn tinh vi, có tính chất chuyên nghiệp, cố ý gây hậu quả đặc biệt nghiêm trọng;",nghiem tri phap nhan thuong mai pham toi dung thu doan tinh vi co tinh chat chuyen nghiep co y gay hau qua dac biet nghiem trong,true
condition_article_3_clause_2_point_d,article_3_clause_2_point_d,Point,3,act_and_subject,"Khoan hồng đối với pháp nhân thương mại tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án, tự nguyện sửa chữa, bồi thường thiệt hại gây ra, chủ động ngăn chặn hoặc khắc phục hậu quả xảy ra.",khoan hong doi voi phap nhan thuong mai tich cuc hop tac voi co quan co trach nhiem trong viec phat hien toi pham hoac trong qua trinh giai quyet vu an tu nguyen sua chua boi thuong thiet hai gay ra chu dong ngan chan hoac khac phuc hau qua xay ra,true
condition_article_4_clause_1,article_4_clause_1,Clause,4,quantity_or_value_threshold,"Cơ quan Công an, Viện kiểm sát nhân dân, Tòa án nhân dân và các cơ quan hữu quan khác có trách nhiệm thực hiện đầy đủ chức năng, nhiệm vụ, quyền hạn của mình, đồng thời hướng dẫn, giúp đỡ các cơ quan khác của Nhà nước, tổ chức, cá nhân phòng ngừa và đấu tranh chống tội phạm, giám sát và giáo dục người phạm tội tại cộng đồng.",co quan cong an vien kiem sat nhan dan toa an nhan dan va cac co quan huu quan khac co trach nhiem thuc hien day du chuc nang nhiem vu quyen han cua minh dong thoi huong dan giup do cac co quan khac cua nha nuoc to chuc ca nhan phong ngua va dau tranh chong toi pham giam sat va giao duc nguoi pham toi tai cong dong,true
condition_article_4_clause_2,article_4_clause_2,Clause,4,condition,"Cơ quan, tổ chức có nhiệm vụ giáo dục những người thuộc quyền quản lý của mình nâng cao cảnh giác, ý thức bảo vệ và tuân theo pháp luật, tôn trọng các quy tắc của cuộc sống xã hội chủ nghĩa; kịp thời có biện pháp loại trừ nguyên nhân và điều kiện gây ra tội phạm trong cơ quan, tổ chức của mình.",co quan to chuc co nhiem vu giao duc nhung nguoi thuoc quyen quan ly cua minh nang cao canh giac y thuc bao ve va tuan theo phap luat ton trong cac quy tac cua cuoc song xa hoi chu nghia kip thoi co bien phap loai tru nguyen nhan va dieu kien gay ra toi pham trong co quan to chuc cua minh,true
condition_article_4_clause_3,article_4_clause_3,Clause,4,condition,"Mọi công dân có nghĩa vụ tích cực tham gia phòng, chống tội phạm.",moi cong dan co nghia vu tich cuc tham gia phong chong toi pham,true
condition_article_5_clause_1,article_5_clause_1,Clause,5,condition,"Bộ luật hình sự được áp dụng đối với mọi hành vi phạm tội thực hiện trên lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam. Quy định này cũng được áp dụng đối với hành vi phạm tội hoặc hậu quả của hành vi phạm tội xảy ra trên tàu bay, tàu biển mang quốc tịch Việt Nam hoặc tại vùng đặc quyền kinh tế, thềm lục địa của Việt Nam.",bo luat hinh su duoc ap dung doi voi moi hanh vi pham toi thuc hien tren lanh tho nuoc cong hoa xa hoi chu nghia viet nam quy dinh nay cung duoc ap dung doi voi hanh vi pham toi hoac hau qua cua hanh vi pham toi xay ra tren tau bay tau bien mang quoc tich viet nam hoac tai vung dac quyen kinh te them luc dia cua viet nam,true
condition_article_5_clause_2,article_5_clause_2,Clause,5,condition,"Đối với người nước ngoài phạm tội trên lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam thuộc đối tượng được hưởng quyền miễn trừ ngoại giao hoặc lãnh sự theo pháp luật Việt Nam, theo điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên hoặc theo tập quán quốc tế, thì vấn đề trách nhiệm hình sự của họ được giải quyết theo quy định của điều ước quốc tế hoặc theo tập quán quốc tế đó; trường hợp điều ước quốc tế đó không quy định hoặc không có tập quán quốc tế thì trách nhiệm hình sự của họ được giải quyết bằng con đường ngoại giao.",doi voi nguoi nuoc ngoai pham toi tren lanh tho nuoc cong hoa xa hoi chu nghia viet nam thuoc doi tuong duoc huong quyen mien tru ngoai giao hoac lanh su theo phap luat viet nam theo dieu uoc quoc te ma cong hoa xa hoi chu nghia viet nam la thanh vien hoac theo tap quan quoc te thi van de trach nhiem hinh su cua ho duoc giai quyet theo quy dinh cua dieu uoc quoc te hoac theo tap quan quoc te do truong hop dieu uoc quoc te do khong quy dinh hoac khong co tap quan quoc te thi trach nhiem hinh su cua ho duoc giai quyet bang con duong ngoai giao,true
condition_article_6_clause_1,article_6_clause_1,Clause,6,act_and_subject,"Công dân Việt Nam hoặc pháp nhân thương mại Việt Nam có hành vi phạm tội ở ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam mà Bộ luật này quy định là tội phạm, thì có thể bị truy cứu trách nhiệm hình sự tại Việt Nam theo quy định của Bộ luật này. Quy định này cũng được áp dụng đối với người không quốc tịch thường trú ở Việt Nam.",cong dan viet nam hoac phap nhan thuong mai viet nam co hanh vi pham toi o ngoai lanh tho nuoc cong hoa xa hoi chu nghia viet nam ma bo luat nay quy dinh la toi pham thi co the bi truy cuu trach nhiem hinh su tai viet nam theo quy dinh cua bo luat nay quy dinh nay cung duoc ap dung doi voi nguoi khong quoc tich thuong tru o viet nam,true
condition_article_6_clause_2,article_6_clause_2,Clause,6,act_and_subject,"Người nước ngoài, pháp nhân thương mại nước ngoài phạm tội ở ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam có thể bị truy cứu trách nhiệm hình sự theo quy định của Bộ luật này trong trường hợp hành vi phạm tội xâm hại quyền, lợi ích hợp pháp của công dân Việt Nam hoặc xâm hại lợi ích của nước Cộng hòa xã hội chủ nghĩa Việt Nam hoặc theo quy định của điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên.",nguoi nuoc ngoai phap nhan thuong mai nuoc ngoai pham toi o ngoai lanh tho nuoc cong hoa xa hoi chu nghia viet nam co the bi truy cuu trach nhiem hinh su theo quy dinh cua bo luat nay trong truong hop hanh vi pham toi xam hai quyen loi ich hop phap cua cong dan viet nam hoac xam hai loi ich cua nuoc cong hoa xa hoi chu nghia viet nam hoac theo quy dinh cua dieu uoc quoc te ma cong hoa xa hoi chu nghia viet nam la thanh vien,true
condition_article_6_clause_3,article_6_clause_3,Clause,6,act_and_subject,"Đối với hành vi phạm tội hoặc hậu quả của hành vi phạm tội xảy ra trên tàu bay, tàu biển không mang quốc tịch Việt Nam đang ở tại biển cả hoặc tại giới hạn vùng trời nằm ngoài lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì người phạm tội có thể bị truy cứu trách nhiệm hình sự theo quy định của Bộ luật này trong trường hợp điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên có quy định.",doi voi hanh vi pham toi hoac hau qua cua hanh vi pham toi xay ra tren tau bay tau bien khong mang quoc tich viet nam dang o tai bien ca hoac tai gioi han vung troi nam ngoai lanh tho nuoc cong hoa xa hoi chu nghia viet nam thi nguoi pham toi co the bi truy cuu trach nhiem hinh su theo quy dinh cua bo luat nay trong truong hop dieu uoc quoc te ma cong hoa xa hoi chu nghia viet nam la thanh vien co quy dinh,true
condition_article_7_clause_1,article_7_clause_1,Clause,7,condition,Điều luật được áp dụng đối với một hành vi phạm tội là điều luật đang có hiệu lực thi hành tại thời điểm mà hành vi phạm tội được thực hiện.,dieu luat duoc ap dung doi voi mot hanh vi pham toi la dieu luat dang co hieu luc thi hanh tai thoi diem ma hanh vi pham toi duoc thuc hien,true
condition_article_7_clause_2,article_7_clause_2,Clause,7,act_and_subject,"Điều luật quy định một tội phạm mới, một hình phạt nặng hơn, một tình tiết tăng nặng mới hoặc hạn chế phạm vi áp dụng án treo, miễn trách nhiệm hình sự, loại trừ trách nhiệm hình sự, miễn hình phạt, giảm hình phạt, xóa án tích và quy định khác không có lợi cho người phạm tội, thì không được áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực thi hành.",dieu luat quy dinh mot toi pham moi mot hinh phat nang hon mot tinh tiet tang nang moi hoac han che pham vi ap dung an treo mien trach nhiem hinh su loai tru trach nhiem hinh su mien hinh phat giam hinh phat xoa an tich va quy dinh khac khong co loi cho nguoi pham toi thi khong duoc ap dung doi voi hanh vi pham toi da thuc hien truoc khi dieu luat do co hieu luc thi hanh,true
condition_article_7_clause_3,article_7_clause_3,Clause,7,act_and_subject,"Điều luật xóa bỏ một tội phạm, một hình phạt, một tình tiết tăng nặng, quy định một hình phạt nhẹ hơn, một tình tiết giảm nhẹ mới hoặc mở rộng phạm vi áp dụng án treo, miễn trách nhiệm hình sự, loại trừ trách nhiệm hình sự, miễn hình phạt, giảm hình phạt, tha tù trước thời hạn có điều kiện, xóa án tích và quy định khác có lợi cho người phạm tội, thì được áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực thi hành.",dieu luat xoa bo mot toi pham mot hinh phat mot tinh tiet tang nang quy dinh mot hinh phat nhe hon mot tinh tiet giam nhe moi hoac mo rong pham vi ap dung an treo mien trach nhiem hinh su loai tru trach nhiem hinh su mien hinh phat giam hinh phat tha tu truoc thoi han co dieu kien xoa an tich va quy dinh khac co loi cho nguoi pham toi thi duoc ap dung doi voi hanh vi pham toi da thuc hien truoc khi dieu luat do co hieu luc thi hanh,true
condition_article_8_clause_1,article_8_clause_1,Clause,8,act_and_subject,"Tội phạm là hành vi nguy hiểm cho xã hội được quy định trong Bộ luật hình sự, do người có năng lực trách nhiệm hình sự hoặc pháp nhân thương mại thực hiện một cách cố ý hoặc vô ý, xâm phạm độc lập, chủ quyền, thống nhất, toàn vẹn lãnh thổ Tổ quốc, xâm phạm chế độ chính trị, chế độ kinh tế, nền văn hóa, quốc phòng, an ninh, trật tự, an toàn xã hội, quyền, lợi ích hợp pháp của tổ chức, xâm phạm quyền con người, quyền, lợi ích hợp pháp của công dân, xâm phạm những lĩnh vực khác của trật tự pháp luật xã hội chủ nghĩa mà theo quy định của Bộ luật này phải bị xử lý hình sự.",toi pham la hanh vi nguy hiem cho xa hoi duoc quy dinh trong bo luat hinh su do nguoi co nang luc trach nhiem hinh su hoac phap nhan thuong mai thuc hien mot cach co y hoac vo y xam pham doc lap chu quyen thong nhat toan ven lanh tho to quoc xam pham che do chinh tri che do kinh te nen van hoa quoc phong an ninh trat tu an toan xa hoi quyen loi ich hop phap cua to chuc xam pham quyen con nguoi quyen loi ich hop phap cua cong dan xam pham nhung linh vuc khac cua trat tu phap luat xa hoi chu nghia ma theo quy dinh cua bo luat nay phai bi xu ly hinh su,true
condition_article_8_clause_2,article_8_clause_2,Clause,8,condition,Những hành vi tuy có dấu hiệu của tội phạm nhưng tính chất nguy hiểm cho xã hội không đáng kể thì không phải là tội phạm và được xử lý bằng các biện pháp khác.,nhung hanh vi tuy co dau hieu cua toi pham nhung tinh chat nguy hiem cho xa hoi khong dang ke thi khong phai la toi pham va duoc xu ly bang cac bien phap khac,true
condition_article_9_clause_1,article_9_clause_1,Clause,9,condition,"Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây: a) Tội phạm ít nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội không lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là phạt tiền, phạt cải tạo không giam giữ hoặc phạt tù đến 03 năm; b) Tội phạm nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 03 năm tù đến 07 năm tù; c) Tội phạm rất nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội rất lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 07 năm tù đến 15 năm tù; d) Tội phạm đặc biệt nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội đặc biệt lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 15 năm tù đến 20 năm tù, tù chung thân hoặc tử hình.",can cu vao tinh chat va muc do nguy hiem cho xa hoi cua hanh vi pham toi duoc quy dinh trong bo luat nay toi pham duoc phan thanh 04 loai sau day a toi pham it nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi khong lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la phat tien phat cai tao khong giam giu hoac phat tu den 03 nam b toi pham nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la tu tren 03 nam tu den 07 nam tu c toi pham rat nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi rat lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la tu tren 07 nam tu den 15 nam tu d toi pham dac biet nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi dac biet lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la tu tren 15 nam tu den 20 nam tu tu chung than hoac tu hinh,true
condition_article_9_clause_2,article_9_clause_2,Clause,9,act_and_subject,Tội phạm do pháp nhân thương mại thực hiện được phân loại căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội theo quy định tại khoản 1 Điều này và quy định tương ứng đối với các tội phạm được quy định tại Điều 76 của Bộ luật này.,toi pham do phap nhan thuong mai thuc hien duoc phan loai can cu vao tinh chat va muc do nguy hiem cho xa hoi cua hanh vi pham toi theo quy dinh tai khoan 1 dieu nay va quy dinh tuong ung doi voi cac toi pham duoc quy dinh tai dieu 76 cua bo luat nay,true
condition_article_9_clause_1_point_a,article_9_clause_1_point_a,Point,9,condition,"Tội phạm ít nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội không lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là phạt tiền, phạt cải tạo không giam giữ hoặc phạt tù đến 03 năm;",toi pham it nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi khong lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la phat tien phat cai tao khong giam giu hoac phat tu den 03 nam,true
condition_article_9_clause_1_point_b,article_9_clause_1_point_b,Point,9,condition,Tội phạm nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 03 năm tù đến 07 năm tù;,toi pham nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la tu tren 03 nam tu den 07 nam tu,true
condition_article_9_clause_1_point_c,article_9_clause_1_point_c,Point,9,condition,Tội phạm rất nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội rất lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 07 năm tù đến 15 năm tù;,toi pham rat nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi rat lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la tu tren 07 nam tu den 15 nam tu,true
condition_article_9_clause_1_point_d,article_9_clause_1_point_d,Point,9,condition,"Tội phạm đặc biệt nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội đặc biệt lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 15 năm tù đến 20 năm tù, tù chung thân hoặc tử hình.",toi pham dac biet nghiem trong la toi pham co tinh chat va muc do nguy hiem cho xa hoi dac biet lon ma muc cao nhat cua khung hinh phat do bo luat nay quy dinh doi voi toi ay la tu tren 15 nam tu den 20 nam tu tu chung than hoac tu hinh,true
condition_article_10_clause_1,article_10_clause_1,Clause,10,act_and_subject,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra;",nguoi pham toi nhan thuc ro hanh vi cua minh la nguy hiem cho xa hoi thay truoc hau qua cua hanh vi do va mong muon hau qua xay ra,true
condition_article_10_clause_2,article_10_clause_2,Clause,10,act_and_subject,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra.",nguoi pham toi nhan thuc ro hanh vi cua minh la nguy hiem cho xa hoi thay truoc hau qua cua hanh vi do co the xay ra tuy khong mong muon nhung van co y thuc de mac cho hau qua xay ra,true
condition_article_11_clause_1,article_11_clause_1,Clause,11,act_and_subject,Người phạm tội tuy thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội nhưng cho rằng hậu quả đó sẽ không xảy ra hoặc có thể ngăn ngừa được.,nguoi pham toi tuy thay truoc hanh vi cua minh co the gay ra hau qua nguy hai cho xa hoi nhung cho rang hau qua do se khong xay ra hoac co the ngan ngua duoc,true
