id,from_id,from_label,from_article_id,from_article_code,to_article_code,text
reference_348,article_389,Article,article_389,389,173,Điều 389 tham chiếu Điều 173
reference_349,article_389,Article,article_389,389,174,Điều 389 tham chiếu Điều 174
reference_350,article_389,Article,article_389,389,175,Điều 389 tham chiếu Điều 175
reference_351,article_389,Article,article_389,389,178,Điều 389 tham chiếu Điều 178
reference_352,article_389,Article,article_389,389,188,Điều 389 tham chiếu Điều 188
reference_353,article_389,Article,article_389,389,189,Điều 389 tham chiếu Điều 189
reference_354,article_389,Article,article_389,389,190,Điều 389 tham chiếu Điều 190
reference_355,article_389,Article,article_389,389,191,Điều 389 tham chiếu Điều 191
reference_356,article_389,Article,article_389,389,192,Điều 389 tham chiếu Điều 192
reference_357,article_389,Article,article_389,389,193,Điều 389 tham chiếu Điều 193
reference_358,article_389,Article,article_389,389,194,Điều 389 tham chiếu Điều 194
reference_359,article_389,Article,article_389,389,195,Điều 389 tham chiếu Điều 195
reference_360,article_389,Article,article_389,389,196,Điều 389 tham chiếu Điều 196
reference_361,article_389,Article,article_389,389,205,Điều 389 tham chiếu Điều 205
reference_362,article_389,Article,article_389,389,206,Điều 389 tham chiếu Điều 206
reference_363,article_389,Article,article_389,389,207,Điều 389 tham chiếu Điều 207
reference_364,article_389,Article,article_389,389,208,Điều 389 tham chiếu Điều 208
reference_365,article_389,Article,article_389,389,219,Điều 389 tham chiếu Điều 219
reference_366,article_389,Article,article_389,389,220,Điều 389 tham chiếu Điều 220
reference_367,article_389,Article,article_389,389,221,Điều 389 tham chiếu Điều 221
reference_368,article_389,Article,article_389,389,222,Điều 389 tham chiếu Điều 222
reference_369,article_389,Article,article_389,389,223,Điều 389 tham chiếu Điều 223
reference_370,article_389,Article,article_389,389,224,Điều 389 tham chiếu Điều 224
reference_371,article_389,Article,article_389,389,243,Điều 389 tham chiếu Điều 243
reference_372,article_389,Article,article_389,389,254,Điều 389 tham chiếu Điều 254
reference_373,article_389,Article,article_389,389,259,Điều 389 tham chiếu Điều 259
reference_374,article_389,Article,article_389,389,265,Điều 389 tham chiếu Điều 265
reference_375,article_389,Article,article_389,389,305,Điều 389 tham chiếu Điều 305
reference_376,article_389,Article,article_389,389,309,Điều 389 tham chiếu Điều 309
reference_377,article_389,Article,article_389,389,311,Điều 389 tham chiếu Điều 311
reference_378,article_389,Article,article_389,389,329,Điều 389 tham chiếu Điều 329
reference_379,article_389,Article,article_389,389,353,Điều 389 tham chiếu Điều 353
reference_380,article_389,Article,article_389,389,354,Điều 389 tham chiếu Điều 354
reference_381,article_389,Article,article_389,389,355,Điều 389 tham chiếu Điều 355
reference_382,article_389,Article,article_389,389,356,Điều 389 tham chiếu Điều 356
reference_383,article_389,Article,article_389,389,357,Điều 389 tham chiếu Điều 357
reference_384,article_389,Article,article_389,389,358,Điều 389 tham chiếu Điều 358
reference_385,article_389,Article,article_389,389,359,Điều 389 tham chiếu Điều 359
reference_386,article_389,Article,article_389,389,364,Điều 389 tham chiếu Điều 364
reference_387,article_389,Article,article_389,389,365,Điều 389 tham chiếu Điều 365
reference_388,article_389,Article,article_389,389,373,Điều 389 tham chiếu Điều 373
reference_389,article_389,Article,article_389,389,374,Điều 389 tham chiếu Điều 374
reference_390,article_389,Article,article_389,389,386,Điều 389 tham chiếu Điều 386
reference_391,article_389_clause_1,Clause,article_389,389,18,Điều 389 tham chiếu Điều 18
reference_392,article_389_clause_1,Clause,article_389,389,123,Điều 389 tham chiếu Điều 123
reference_393,article_389_clause_1,Clause,article_389,389,141,Điều 389 tham chiếu Điều 141
reference_394,article_389_clause_1,Clause,article_389,389,142,Điều 389 tham chiếu Điều 142
reference_395,article_389_clause_1,Clause,article_389,389,144,Điều 389 tham chiếu Điều 144
reference_396,article_389_clause_1,Clause,article_389,389,146,Điều 389 tham chiếu Điều 146
reference_397,article_389_clause_1,Clause,article_389,389,150,Điều 389 tham chiếu Điều 150
reference_398,article_389_clause_1,Clause,article_389,389,168,Điều 389 tham chiếu Điều 168
reference_399,article_389_clause_1,Clause,article_389,389,169,Điều 389 tham chiếu Điều 169
reference_400,article_389_clause_1,Clause,article_389,389,173,Điều 389 tham chiếu Điều 173
reference_401,article_389_clause_1,Clause,article_389,389,174,Điều 389 tham chiếu Điều 174
reference_402,article_389_clause_1,Clause,article_389,389,175,Điều 389 tham chiếu Điều 175
reference_403,article_389_clause_1,Clause,article_389,389,178,Điều 389 tham chiếu Điều 178
reference_404,article_389_clause_1,Clause,article_389,389,188,Điều 389 tham chiếu Điều 188
reference_405,article_389_clause_1,Clause,article_389,389,189,Điều 389 tham chiếu Điều 189
reference_406,article_389_clause_1,Clause,article_389,389,190,Điều 389 tham chiếu Điều 190
reference_407,article_389_clause_1,Clause,article_389,389,191,Điều 389 tham chiếu Điều 191
reference_408,article_389_clause_1,Clause,article_389,389,192,Điều 389 tham chiếu Điều 192
reference_409,article_389_clause_1,Clause,article_389,389,193,Điều 389 tham chiếu Điều 193
reference_410,article_389_clause_1,Clause,article_389,389,194,Điều 389 tham chiếu Điều 194
reference_411,article_389_clause_1,Clause,article_389,389,195,Điều 389 tham chiếu Điều 195
reference_412,article_389_clause_1,Clause,article_389,389,196,Điều 389 tham chiếu Điều 196
reference_413,article_389_clause_1,Clause,article_389,389,205,Điều 389 tham chiếu Điều 205
reference_414,article_389_clause_1,Clause,article_389,389,206,Điều 389 tham chiếu Điều 206
reference_415,article_389_clause_1,Clause,article_389,389,207,Điều 389 tham chiếu Điều 207
reference_416,article_389_clause_1,Clause,article_389,389,208,Điều 389 tham chiếu Điều 208
reference_417,article_389_clause_1,Clause,article_389,389,219,Điều 389 tham chiếu Điều 219
reference_418,article_389_clause_1,Clause,article_389,389,220,Điều 389 tham chiếu Điều 220
reference_419,article_389_clause_1,Clause,article_389,389,221,Điều 389 tham chiếu Điều 221
reference_420,article_389_clause_1,Clause,article_389,389,222,Điều 389 tham chiếu Điều 222
reference_421,article_389_clause_1,Clause,article_389,389,223,Điều 389 tham chiếu Điều 223
reference_422,article_389_clause_1,Clause,article_389,389,224,Điều 389 tham chiếu Điều 224
reference_423,article_389_clause_1,Clause,article_389,389,243,Điều 389 tham chiếu Điều 243
reference_424,article_389_clause_1,Clause,article_389,389,254,Điều 389 tham chiếu Điều 254
reference_425,article_389_clause_1,Clause,article_389,389,259,Điều 389 tham chiếu Điều 259
reference_426,article_389_clause_1,Clause,article_389,389,265,Điều 389 tham chiếu Điều 265
reference_427,article_389_clause_1,Clause,article_389,389,305,Điều 389 tham chiếu Điều 305
reference_428,article_389_clause_1,Clause,article_389,389,309,Điều 389 tham chiếu Điều 309
reference_429,article_389_clause_1,Clause,article_389,389,311,Điều 389 tham chiếu Điều 311
reference_430,article_389_clause_1,Clause,article_389,389,329,Điều 389 tham chiếu Điều 329
reference_431,article_389_clause_1,Clause,article_389,389,353,Điều 389 tham chiếu Điều 353
reference_432,article_389_clause_1,Clause,article_389,389,354,Điều 389 tham chiếu Điều 354
reference_433,article_389_clause_1,Clause,article_389,389,355,Điều 389 tham chiếu Điều 355
reference_434,article_389_clause_1,Clause,article_389,389,356,Điều 389 tham chiếu Điều 356
reference_435,article_389_clause_1,Clause,article_389,389,357,Điều 389 tham chiếu Điều 357
reference_436,article_389_clause_1,Clause,article_389,389,358,Điều 389 tham chiếu Điều 358
reference_437,article_389_clause_1,Clause,article_389,389,359,Điều 389 tham chiếu Điều 359
reference_438,article_389_clause_1,Clause,article_389,389,364,Điều 389 tham chiếu Điều 364
reference_439,article_389_clause_1,Clause,article_389,389,365,Điều 389 tham chiếu Điều 365
reference_440,article_389_clause_1,Clause,article_389,389,373,Điều 389 tham chiếu Điều 373
reference_441,article_389_clause_1,Clause,article_389,389,374,Điều 389 tham chiếu Điều 374
reference_442,article_389_clause_1,Clause,article_389,389,386,Điều 389 tham chiếu Điều 386
reference_443,article_389_clause_1_point_b,Point,article_389,389,123,Điều 389 tham chiếu Điều 123
reference_444,article_389_clause_1_point_b,Point,article_389,389,141,Điều 389 tham chiếu Điều 141
reference_445,article_389_clause_1_point_b,Point,article_389,389,142,Điều 389 tham chiếu Điều 142
reference_446,article_389_clause_1_point_b,Point,article_389,389,144,Điều 389 tham chiếu Điều 144
reference_447,article_389_clause_1_point_b,Point,article_389,389,146,Điều 389 tham chiếu Điều 146
reference_448,article_389_clause_1_point_b,Point,article_389,389,150,Điều 389 tham chiếu Điều 150
reference_449,article_389_clause_1_point_c,Point,article_389,389,168,Điều 389 tham chiếu Điều 168
reference_450,article_389_clause_1_point_c,Point,article_389,389,169,Điều 389 tham chiếu Điều 169
reference_451,article_389_clause_1_point_c,Point,article_389,389,173,Điều 389 tham chiếu Điều 173
reference_452,article_389_clause_1_point_c,Point,article_389,389,174,Điều 389 tham chiếu Điều 174
reference_453,article_389_clause_1_point_c,Point,article_389,389,175,Điều 389 tham chiếu Điều 175
reference_454,article_389_clause_1_point_c,Point,article_389,389,178,Điều 389 tham chiếu Điều 178
reference_455,article_389_clause_1_point_d,Point,article_389,389,188,Điều 389 tham chiếu Điều 188
reference_456,article_389_clause_1_point_d,Point,article_389,389,189,Điều 389 tham chiếu Điều 189
reference_457,article_389_clause_1_point_d,Point,article_389,389,190,Điều 389 tham chiếu Điều 190
reference_458,article_389_clause_1_point_d,Point,article_389,389,191,Điều 389 tham chiếu Điều 191
reference_459,article_389_clause_1_point_d,Point,article_389,389,192,Điều 389 tham chiếu Điều 192
reference_460,article_389_clause_1_point_d,Point,article_389,389,193,Điều 389 tham chiếu Điều 193
reference_461,article_389_clause_1_point_d,Point,article_389,389,194,Điều 389 tham chiếu Điều 194
reference_462,article_389_clause_1_point_d,Point,article_389,389,195,Điều 389 tham chiếu Điều 195
reference_463,article_389_clause_1_point_d,Point,article_389,389,196,Điều 389 tham chiếu Điều 196
reference_464,article_389_clause_1_point_d,Point,article_389,389,205,Điều 389 tham chiếu Điều 205
reference_465,article_389_clause_1_point_d,Point,article_389,389,206,Điều 389 tham chiếu Điều 206
reference_466,article_389_clause_1_point_d,Point,article_389,389,207,Điều 389 tham chiếu Điều 207
reference_467,article_389_clause_1_point_d,Point,article_389,389,208,Điều 389 tham chiếu Điều 208
reference_468,article_389_clause_1_point_d,Point,article_389,389,219,Điều 389 tham chiếu Điều 219
reference_469,article_389_clause_1_point_d,Point,article_389,389,220,Điều 389 tham chiếu Điều 220
reference_470,article_389_clause_1_point_d,Point,article_389,389,221,Điều 389 tham chiếu Điều 221
reference_471,article_389_clause_1_point_d,Point,article_389,389,222,Điều 389 tham chiếu Điều 222
reference_472,article_389_clause_1_point_d,Point,article_389,389,223,Điều 389 tham chiếu Điều 223
reference_473,article_389_clause_1_point_d,Point,article_389,389,224,Điều 389 tham chiếu Điều 224
reference_474,article_389_clause_1_point_d,Point,article_389,389,243,Điều 389 tham chiếu Điều 243
reference_475,article_389_clause_1_point_e,Point,article_389,389,254,Điều 389 tham chiếu Điều 254
reference_476,article_389_clause_1_point_e,Point,article_389,389,259,Điều 389 tham chiếu Điều 259
reference_477,article_389_clause_1_point_g,Point,article_389,389,265,Điều 389 tham chiếu Điều 265
reference_478,article_389_clause_1_point_g,Point,article_389,389,305,Điều 389 tham chiếu Điều 305
reference_479,article_389_clause_1_point_g,Point,article_389,389,309,Điều 389 tham chiếu Điều 309
reference_480,article_389_clause_1_point_g,Point,article_389,389,311,Điều 389 tham chiếu Điều 311
reference_481,article_389_clause_1_point_g,Point,article_389,389,329,Điều 389 tham chiếu Điều 329
reference_482,article_389_clause_1_point_h,Point,article_389,389,353,Điều 389 tham chiếu Điều 353
reference_483,article_389_clause_1_point_h,Point,article_389,389,354,Điều 389 tham chiếu Điều 354
reference_484,article_389_clause_1_point_h,Point,article_389,389,355,Điều 389 tham chiếu Điều 355
reference_485,article_389_clause_1_point_h,Point,article_389,389,356,Điều 389 tham chiếu Điều 356
reference_486,article_389_clause_1_point_h,Point,article_389,389,357,Điều 389 tham chiếu Điều 357
reference_487,article_389_clause_1_point_h,Point,article_389,389,358,Điều 389 tham chiếu Điều 358
reference_488,article_389_clause_1_point_h,Point,article_389,389,359,Điều 389 tham chiếu Điều 359
reference_489,article_389_clause_1_point_h,Point,article_389,389,364,Điều 389 tham chiếu Điều 364
reference_490,article_389_clause_1_point_h,Point,article_389,389,365,Điều 389 tham chiếu Điều 365
reference_491,article_389_clause_1_point_i,Point,article_389,389,373,Điều 389 tham chiếu Điều 373
reference_492,article_389_clause_1_point_i,Point,article_389,389,374,Điều 389 tham chiếu Điều 374
reference_493,article_389_clause_1_point_i,Point,article_389,389,386,Điều 389 tham chiếu Điều 386
reference_494,article_390,Article,article_390,390,14,Điều 390 tham chiếu Điều 14
reference_495,article_390,Article,article_390,390,389,Điều 390 tham chiếu Điều 389
reference_496,article_390,Article,article_390,390,19,Điều 390 tham chiếu Điều 19
reference_497,article_390_clause_1,Clause,article_390,390,14,Điều 390 tham chiếu Điều 14
reference_498,article_390_clause_1,Clause,article_390,390,389,Điều 390 tham chiếu Điều 389
reference_499,article_390_clause_1,Clause,article_390,390,19,Điều 390 tham chiếu Điều 19
reference_500,article_391,Article,article_391,391,178,Điều 391 tham chiếu Điều 178
reference_501,article_391,Article,article_391,391,134,Điều 391 tham chiếu Điều 134
reference_502,article_391_clause_1,Clause,article_391,391,178,Điều 391 tham chiếu Điều 178
reference_503,article_391_clause_2,Clause,article_391,391,134,Điều 391 tham chiếu Điều 134
reference_504,article_391_clause_2_point_b,Point,article_391,391,134,Điều 391 tham chiếu Điều 134
reference_505,article_398,Article,article_398,398,134,Điều 398 tham chiếu Điều 134
reference_506,article_398_clause_1,Clause,article_398,398,134,Điều 398 tham chiếu Điều 134
reference_507,article_406,Article,article_406,406,338,Điều 406 tham chiếu Điều 338
reference_508,article_406,Article,article_406,406,362,Điều 406 tham chiếu Điều 362
reference_509,article_406_clause_1,Clause,article_406,406,338,Điều 406 tham chiếu Điều 338
reference_510,article_406_clause_1,Clause,article_406,406,362,Điều 406 tham chiếu Điều 362
reference_511,article_407,Article,article_407,407,338,Điều 407 tham chiếu Điều 338
reference_512,article_407,Article,article_407,407,362,Điều 407 tham chiếu Điều 362
reference_513,article_407_clause_1,Clause,article_407,407,338,Điều 407 tham chiếu Điều 338
reference_514,article_407_clause_1,Clause,article_407,407,362,Điều 407 tham chiếu Điều 362
reference_515,article_413,Article,article_413,413,114,Điều 413 tham chiếu Điều 114
reference_516,article_413,Article,article_413,413,303,Điều 413 tham chiếu Điều 303
reference_517,article_413_clause_1,Clause,article_413,413,114,Điều 413 tham chiếu Điều 114
reference_518,article_413_clause_1,Clause,article_413,413,303,Điều 413 tham chiếu Điều 303
reference_519,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_520,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_521,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_522,article_426,Article,article_426,426,40,Điều 426 tham chiếu Điều 40
reference_523,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_524,article_426,Article,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_525,article_426,Article,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_526,article_426,Article,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_527,article_426,Article,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_528,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_529,article_426,Article,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_530,article_426,Article,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_531,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_532,article_426,Article,article_426,426,353,Điều 426 tham chiếu Điều 353
reference_533,article_426,Article,article_426,426,354,Điều 426 tham chiếu Điều 354
reference_534,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_535,article_426,Article,article_426,426,353,Điều 426 tham chiếu Điều 353
reference_536,article_426,Article,article_426,426,354,Điều 426 tham chiếu Điều 354
reference_537,article_426,Article,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_538,article_426_clause_1,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_539,article_426_clause_1,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_540,article_426_clause_1,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_541,article_426_clause_2,Clause,article_426,426,40,Điều 426 tham chiếu Điều 40
reference_542,article_426_clause_2,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_543,article_426_clause_3,Clause,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_544,article_426_clause_3,Clause,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_545,article_426_clause_3,Clause,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_546,article_426_clause_3,Clause,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_547,article_426_clause_3,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_548,article_426_clause_3,Clause,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_549,article_426_clause_3,Clause,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_550,article_426_clause_3,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_551,article_426_clause_4,Clause,article_426,426,353,Điều 426 tham chiếu Điều 353
reference_552,article_426_clause_4,Clause,article_426,426,354,Điều 426 tham chiếu Điều 354
reference_553,article_426_clause_4,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_554,article_426_clause_5,Clause,article_426,426,353,Điều 426 tham chiếu Điều 353
reference_555,article_426_clause_5,Clause,article_426,426,354,Điều 426 tham chiếu Điều 354
reference_556,article_426_clause_5,Clause,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_557,article_426_clause_1_point_a,Point,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_558,article_426_clause_1_point_b,Point,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_559,article_426_clause_1_point_c,Point,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_560,article_426_clause_3_point_a,Point,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_561,article_426_clause_3_point_a,Point,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_562,article_426_clause_3_point_a,Point,article_426,426,1,Điều 426 tham chiếu Điều 1
reference_563,article_426_clause_3_point_b,Point,article_426,426,248,Điều 426 tham chiếu Điều 248
reference_564,article_426_clause_3_point_b,Point,article_426,426,251,Điều 426 tham chiếu Điều 251
reference_565,article_426_clause_3_point_b,Point,article_426,426,1,Điều 426 tham chiếu Điều 1
