id,owner_id,owner_kind,article_code,penalty_type,min_imprisonment_months,max_imprisonment_months,fine_min_vnd,fine_max_vnd,has_life_imprisonment,has_death_penalty,text
penalty_article_193_clause_5_1,article_193_clause_5,Clause,193,fine,,,40000000,200000000,false,false,phạt tiền từ 40.000.000 đồng đến 200.000.000 đồng
penalty_article_193_clause_6_1,article_193_clause_6,Clause,193,fine,,,2000000000,6000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng
penalty_article_193_clause_6_2,article_193_clause_6,Clause,193,fine,,,6000000000,12000000000,false,false,phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng
penalty_article_193_clause_6_3,article_193_clause_6,Clause,193,fine,,,12000000000,18000000000,false,false,phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng
penalty_article_193_clause_6_4,article_193_clause_6,Clause,193,fine,,,18000000000,36000000000,false,false,phạt tiền từ 18.000.000.000 đồng đến 36.000.000.000 đồng
penalty_article_193_clause_6_5,article_193_clause_6,Clause,193,fine,,,200000000,600000000,false,false,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng
penalty_article_193_clause_6_point_a_1,article_193_clause_6_point_a,Point,193,fine,,,2000000000,6000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng
penalty_article_193_clause_6_point_b_1,article_193_clause_6_point_b,Point,193,fine,,,6000000000,12000000000,false,false,phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng
penalty_article_193_clause_6_point_c_1,article_193_clause_6_point_c,Point,193,fine,,,12000000000,18000000000,false,false,phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng
penalty_article_193_clause_6_point_d_1,article_193_clause_6_point_d,Point,193,fine,,,18000000000,36000000000,false,false,phạt tiền từ 18.000.000.000 đồng đến 36.000.000.000 đồng
penalty_article_193_clause_6_point_e_1,article_193_clause_6_point_e,Point,193,fine,,,200000000,600000000,false,false,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng
penalty_article_194_clause_1_1,article_194_clause_1,Clause,194,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_194_clause_2_1,article_194_clause_2,Clause,194,imprisonment,60,144,,,false,false,phạt tù từ 05 năm đến 12 năm
penalty_article_194_clause_3_1,article_194_clause_3,Clause,194,imprisonment,144,240,,,false,false,phạt tù từ 12 năm đến 20 năm
penalty_article_194_clause_4_1,article_194_clause_4,Clause,194,imprisonment,240,240,,,true,false,phạt tù 20 năm hoặc tù chung thân
penalty_article_194_clause_4_2,article_194_clause_4,Clause,194,imprisonment,240,240,,,true,false,phạt tù 20 năm
penalty_article_194_clause_5_1,article_194_clause_5,Clause,194,fine,,,40000000,200000000,false,false,phạt tiền từ 40.000.000 đồng đến 200.000.000 đồng
penalty_article_194_clause_6_1,article_194_clause_6,Clause,194,fine,,,2000000000,8000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 8.000.000.000 đồng
penalty_article_194_clause_6_2,article_194_clause_6,Clause,194,fine,,,8000000000,18000000000,false,false,phạt tiền từ 8.000.000.000 đồng đến 18.000.000.000 đồng
penalty_article_194_clause_6_3,article_194_clause_6,Clause,194,fine,,,18000000000,30000000000,false,false,phạt tiền từ 18.000.000.000 đồng đến 30.000.000.000 đồng
penalty_article_194_clause_6_4,article_194_clause_6,Clause,194,fine,,,30000000000,40000000000,false,false,phạt tiền từ 30.000.000.000 đồng đến 40.000.000.000 đồng
penalty_article_194_clause_6_5,article_194_clause_6,Clause,194,fine,,,200000000,600000000,false,false,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng
penalty_article_194_clause_6_point_a_1,article_194_clause_6_point_a,Point,194,fine,,,2000000000,8000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 8.000.000.000 đồng
penalty_article_194_clause_6_point_b_1,article_194_clause_6_point_b,Point,194,fine,,,8000000000,18000000000,false,false,phạt tiền từ 8.000.000.000 đồng đến 18.000.000.000 đồng
penalty_article_194_clause_6_point_c_1,article_194_clause_6_point_c,Point,194,fine,,,18000000000,30000000000,false,false,phạt tiền từ 18.000.000.000 đồng đến 30.000.000.000 đồng
penalty_article_194_clause_6_point_d_1,article_194_clause_6_point_d,Point,194,fine,,,30000000000,40000000000,false,false,phạt tiền từ 30.000.000.000 đồng đến 40.000.000.000 đồng
penalty_article_194_clause_6_point_e_1,article_194_clause_6_point_e,Point,194,fine,,,200000000,600000000,false,false,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng
penalty_article_195_clause_1_1,article_195_clause_1,Clause,195,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_195_clause_1_2,article_195_clause_1,Clause,195,fine,,,200000000,2000000000,false,false,phạt tiền từ 200.000.000 đồng đến 2.000.000.000 đồng
penalty_article_195_clause_2_1,article_195_clause_2,Clause,195,imprisonment,60,120,,,false,false,phạt tù từ 05 năm đến 10 năm
penalty_article_195_clause_3_1,article_195_clause_3,Clause,195,imprisonment,120,180,,,false,false,phạt tù từ 10 năm đến 15 năm
penalty_article_195_clause_4_1,article_195_clause_4,Clause,195,imprisonment,180,240,,,false,false,phạt tù từ 15 năm đến 20 năm
penalty_article_195_clause_5_1,article_195_clause_5,Clause,195,fine,,,40000000,200000000,false,false,phạt tiền từ 40.000.000 đồng đến 200.000.000 đồng
penalty_article_195_clause_6_1,article_195_clause_6,Clause,195,fine,,,2000000000,6000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng
penalty_article_195_clause_6_2,article_195_clause_6,Clause,195,fine,,,6000000000,12000000000,false,false,phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng
penalty_article_195_clause_6_3,article_195_clause_6,Clause,195,fine,,,12000000000,18000000000,false,false,phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng
penalty_article_195_clause_6_4,article_195_clause_6,Clause,195,fine,,,18000000000,30000000000,false,false,phạt tiền từ 18.000.000.000 đồng đến 30.000.000.000 đồng
penalty_article_195_clause_6_5,article_195_clause_6,Clause,195,fine,,,200000000,600000000,false,false,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng
penalty_article_195_clause_6_point_a_1,article_195_clause_6_point_a,Point,195,fine,,,2000000000,6000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng
penalty_article_195_clause_6_point_b_1,article_195_clause_6_point_b,Point,195,fine,,,6000000000,12000000000,false,false,phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng
penalty_article_195_clause_6_point_c_1,article_195_clause_6_point_c,Point,195,fine,,,12000000000,18000000000,false,false,phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng
penalty_article_195_clause_6_point_d_1,article_195_clause_6_point_d,Point,195,fine,,,18000000000,30000000000,false,false,phạt tiền từ 18.000.000.000 đồng đến 30.000.000.000 đồng
penalty_article_195_clause_6_point_e_1,article_195_clause_6_point_e,Point,195,fine,,,200000000,600000000,false,false,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng
penalty_article_196_clause_1_1,article_196_clause_1,Clause,196,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_196_clause_1_2,article_196_clause_1,Clause,196,fine,,,30000000,300000000,false,false,phạt tiền từ 30.000.000 đồng đến 300.000.000 đồng
penalty_article_196_clause_2_1,article_196_clause_2,Clause,196,imprisonment,36,84,,,false,false,phạt tù từ 03 năm đến 07 năm
penalty_article_196_clause_2_2,article_196_clause_2,Clause,196,fine,,,300000000,1500000000,false,false,phạt tiền từ 300.000.000 đồng đến 1.500.000.000 đồng
penalty_article_196_clause_3_1,article_196_clause_3,Clause,196,imprisonment,84,180,,,false,false,phạt tù từ 07 năm đến 15 năm
penalty_article_196_clause_3_2,article_196_clause_3,Clause,196,fine,,,1500000000,5000000000,false,false,phạt tiền từ 1.500.000.000 đồng đến 5.000.000.000 đồng
penalty_article_196_clause_4_1,article_196_clause_4,Clause,196,fine,,,20000000,200000000,false,false,phạt tiền từ 20.000.000 đồng đến 200.000.000 đồng
penalty_article_196_clause_5_1,article_196_clause_5,Clause,196,fine,,,300000000,1000000000,false,false,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng
penalty_article_196_clause_5_2,article_196_clause_5,Clause,196,fine,,,1000000000,4000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 4.000.000.000 đồng
penalty_article_196_clause_5_3,article_196_clause_5,Clause,196,fine,,,4000000000,9000000000,false,false,phạt tiền từ 4.000.000.000 đồng đến 9.000.000.000 đồng
penalty_article_196_clause_5_4,article_196_clause_5,Clause,196,fine,,,100000000,300000000,false,false,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng
penalty_article_196_clause_5_point_a_1,article_196_clause_5_point_a,Point,196,fine,,,300000000,1000000000,false,false,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng
penalty_article_196_clause_5_point_b_1,article_196_clause_5_point_b,Point,196,fine,,,1000000000,4000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 4.000.000.000 đồng
penalty_article_196_clause_5_point_c_1,article_196_clause_5_point_c,Point,196,fine,,,4000000000,9000000000,false,false,phạt tiền từ 4.000.000.000 đồng đến 9.000.000.000 đồng
penalty_article_196_clause_5_point_d_1,article_196_clause_5_point_d,Point,196,fine,,,100000000,300000000,false,false,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng
penalty_article_197_clause_1_1,article_197_clause_1,Clause,197,fine,,,10000000,100000000,false,false,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng
penalty_article_197_clause_2_1,article_197_clause_2,Clause,197,fine,,,5000000,50000000,false,false,phạt tiền từ 5.000.000 đồng đến 50.000.000 đồng
penalty_article_198_clause_1_1,article_198_clause_1,Clause,198,fine,,,10000000,100000000,false,false,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng
penalty_article_198_clause_2_1,article_198_clause_2,Clause,198,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_198_clause_2_2,article_198_clause_2,Clause,198,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_198_clause_3_1,article_198_clause_3,Clause,198,fine,,,20000000,100000000,false,false,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng
penalty_article_199_clause_1_1,article_199_clause_1,Clause,199,imprisonment,3,24,,,false,false,phạt tù từ 03 tháng đến 02 năm
penalty_article_199_clause_1_2,article_199_clause_1,Clause,199,fine,,,30000000,150000000,false,false,phạt tiền từ 30.000.000 đồng đến 150.000.000 đồng
penalty_article_199_clause_2_1,article_199_clause_2,Clause,199,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_199_clause_2_2,article_199_clause_2,Clause,199,fine,,,150000000,500000000,false,false,phạt tiền từ 150.000.000 đồng đến 500.000.000 đồng
penalty_article_199_clause_3_1,article_199_clause_3,Clause,199,imprisonment,36,84,,,false,false,phạt tù từ 03 năm đến 07 năm
penalty_article_199_clause_4_1,article_199_clause_4,Clause,199,fine,,,10000000,50000000,false,false,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng
penalty_article_200_clause_1_1,article_200_clause_1,Clause,200,imprisonment,3,12,,,false,false,phạt tù từ 03 tháng đến 01 năm
penalty_article_200_clause_1_2,article_200_clause_1,Clause,200,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_200_clause_2_1,article_200_clause_2,Clause,200,imprisonment,12,36,,,false,false,phạt tù từ 01 năm đến 03 năm
penalty_article_200_clause_2_2,article_200_clause_2,Clause,200,fine,,,500000000,1500000000,false,false,phạt tiền từ 500.000.000 đồng đến 1.500.000.000 đồng
penalty_article_200_clause_3_1,article_200_clause_3,Clause,200,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_200_clause_3_2,article_200_clause_3,Clause,200,fine,,,1500000000,4500000000,false,false,phạt tiền từ 1.500.000.000 đồng đến 4.500.000.000 đồng
penalty_article_200_clause_4_1,article_200_clause_4,Clause,200,fine,,,20000000,100000000,false,false,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng
penalty_article_200_clause_5_1,article_200_clause_5,Clause,200,fine,,,300000000,1000000000,false,false,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng
penalty_article_200_clause_5_2,article_200_clause_5,Clause,200,fine,,,1000000000,3000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng
penalty_article_200_clause_5_3,article_200_clause_5,Clause,200,fine,,,3000000000,10000000000,false,false,phạt tiền từ 3.000.000.000 đồng đến 10.000.000.000 đồng
penalty_article_200_clause_5_4,article_200_clause_5,Clause,200,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_200_clause_5_point_a_1,article_200_clause_5_point_a,Point,200,fine,,,300000000,1000000000,false,false,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng
penalty_article_200_clause_5_point_b_1,article_200_clause_5_point_b,Point,200,fine,,,1000000000,3000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng
penalty_article_200_clause_5_point_c_1,article_200_clause_5_point_c,Point,200,fine,,,3000000000,10000000000,false,false,phạt tiền từ 3.000.000.000 đồng đến 10.000.000.000 đồng
penalty_article_200_clause_5_point_d_1,article_200_clause_5_point_d,Point,200,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_201_clause_1_1,article_201_clause_1,Clause,201,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_201_clause_2_1,article_201_clause_2,Clause,201,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_201_clause_2_2,article_201_clause_2,Clause,201,fine,,,200000000,1000000000,false,false,phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng
penalty_article_201_clause_3_1,article_201_clause_3,Clause,201,fine,,,30000000,100000000,false,false,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng
penalty_article_202_clause_1_1,article_202_clause_1,Clause,202,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_202_clause_1_2,article_202_clause_1,Clause,202,fine,,,30000000,100000000,false,false,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng
penalty_article_202_clause_2_1,article_202_clause_2,Clause,202,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_202_clause_2_2,article_202_clause_2,Clause,202,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_202_clause_3_1,article_202_clause_3,Clause,202,fine,,,5000000,50000000,false,false,phạt tiền từ 5.000.000 đồng đến 50.000.000 đồng
penalty_article_203_clause_1_1,article_203_clause_1,Clause,203,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_203_clause_1_2,article_203_clause_1,Clause,203,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_203_clause_2_1,article_203_clause_2,Clause,203,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_203_clause_2_2,article_203_clause_2,Clause,203,fine,,,200000000,500000000,false,false,phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng
penalty_article_203_clause_3_1,article_203_clause_3,Clause,203,fine,,,10000000,50000000,false,false,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng
penalty_article_203_clause_4_1,article_203_clause_4,Clause,203,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_203_clause_4_2,article_203_clause_4,Clause,203,fine,,,500000000,1000000000,false,false,phạt tiền từ 500.000.000 đồng đến 1.000.000.000 đồng
penalty_article_203_clause_4_3,article_203_clause_4,Clause,203,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_203_clause_4_point_a_1,article_203_clause_4_point_a,Point,203,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_203_clause_4_point_b_1,article_203_clause_4_point_b,Point,203,fine,,,500000000,1000000000,false,false,phạt tiền từ 500.000.000 đồng đến 1.000.000.000 đồng
penalty_article_203_clause_4_point_d_1,article_203_clause_4_point_d,Point,203,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_204_clause_1_1,article_204_clause_1,Clause,204,fine,,,10000000,100000000,false,false,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng
penalty_article_204_clause_2_1,article_204_clause_2,Clause,204,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_204_clause_2_2,article_204_clause_2,Clause,204,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_205_clause_1_1,article_205_clause_1,Clause,205,fine,,,50000000,100000000,false,false,phạt tiền từ 50.000.000 đồng đến 100.000.000 đồng
penalty_article_205_clause_2_1,article_205_clause_2,Clause,205,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_205_clause_2_2,article_205_clause_2,Clause,205,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_205_clause_3_1,article_205_clause_3,Clause,205,imprisonment,60,120,,,false,false,phạt tù từ 05 năm đến 10 năm
penalty_article_205_clause_4_1,article_205_clause_4,Clause,205,fine,,,10000000,50000000,false,false,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng
penalty_article_206_clause_1_1,article_206_clause_1,Clause,206,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_206_clause_1_2,article_206_clause_1,Clause,206,fine,,,50000000,300000000,false,false,phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng
penalty_article_206_clause_2_1,article_206_clause_2,Clause,206,imprisonment,36,84,,,false,false,phạt tù từ 03 năm đến 07 năm
penalty_article_206_clause_3_1,article_206_clause_3,Clause,206,imprisonment,84,144,,,false,false,phạt tù từ 07 năm đến 12 năm
penalty_article_206_clause_4_1,article_206_clause_4,Clause,206,imprisonment,144,240,,,false,false,phạt tù từ 12 năm đến 20 năm
penalty_article_207_clause_1_1,article_207_clause_1,Clause,207,imprisonment,36,84,,,false,false,phạt tù từ 03 năm đến 07 năm
penalty_article_207_clause_2_1,article_207_clause_2,Clause,207,imprisonment,60,144,,,false,false,phạt tù từ 05 năm đến 12 năm
penalty_article_207_clause_3_1,article_207_clause_3,Clause,207,imprisonment,120,240,,,true,false,phạt tù từ 10 năm đến 20 năm
penalty_article_207_clause_4_1,article_207_clause_4,Clause,207,imprisonment,12,36,,,false,false,phạt tù từ 01 năm đến 03 năm
penalty_article_207_clause_5_1,article_207_clause_5,Clause,207,fine,,,10000000,100000000,false,false,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng
penalty_article_208_clause_1_1,article_208_clause_1,Clause,208,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_208_clause_2_1,article_208_clause_2,Clause,208,imprisonment,60,120,,,false,false,phạt tù từ 05 năm đến 10 năm
penalty_article_208_clause_3_1,article_208_clause_3,Clause,208,imprisonment,120,180,,,false,false,phạt tù từ 10 năm đến 15 năm
penalty_article_208_clause_4_1,article_208_clause_4,Clause,208,imprisonment,180,240,,,false,false,phạt tù từ 15 năm đến 20 năm
penalty_article_208_clause_5_1,article_208_clause_5,Clause,208,fine,,,10000000,100000000,false,false,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng
penalty_article_209_clause_1_1,article_209_clause_1,Clause,209,imprisonment,3,24,,,false,false,phạt tù từ 03 tháng đến 02 năm
penalty_article_209_clause_1_2,article_209_clause_1,Clause,209,fine,,,100000000,500000000,false,false,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng
penalty_article_209_clause_2_1,article_209_clause_2,Clause,209,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_209_clause_2_2,article_209_clause_2,Clause,209,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_209_clause_3_1,article_209_clause_3,Clause,209,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_209_clause_4_1,article_209_clause_4,Clause,209,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_209_clause_4_2,article_209_clause_4,Clause,209,fine,,,2000000000,5000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_209_clause_4_point_a_1,article_209_clause_4_point_a,Point,209,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_209_clause_4_point_b_1,article_209_clause_4_point_b,Point,209,fine,,,2000000000,5000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_210_clause_1_1,article_210_clause_1,Clause,210,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_210_clause_1_2,article_210_clause_1,Clause,210,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_210_clause_2_1,article_210_clause_2,Clause,210,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_210_clause_2_2,article_210_clause_2,Clause,210,fine,,,2000000000,5000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_210_clause_3_1,article_210_clause_3,Clause,210,fine,,,50000000,200000000,false,false,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng
penalty_article_210_clause_4_1,article_210_clause_4,Clause,210,fine,,,1000000000,5000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_210_clause_4_2,article_210_clause_4,Clause,210,fine,,,5000000000,10000000000,false,false,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng
penalty_article_210_clause_4_point_a_1,article_210_clause_4_point_a,Point,210,fine,,,1000000000,5000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_210_clause_4_point_b_1,article_210_clause_4_point_b,Point,210,fine,,,5000000000,10000000000,false,false,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng
penalty_article_211_clause_1_1,article_211_clause_1,Clause,211,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_211_clause_1_2,article_211_clause_1,Clause,211,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_211_clause_2_1,article_211_clause_2,Clause,211,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_211_clause_2_2,article_211_clause_2,Clause,211,fine,,,2000000000,4000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 4.000.000.000 đồng
penalty_article_211_clause_3_1,article_211_clause_3,Clause,211,fine,,,50000000,250000000,false,false,phạt tiền từ 50.000.000 đồng đến 250.000.000 đồng
penalty_article_211_clause_4_1,article_211_clause_4,Clause,211,fine,,,2000000000,5000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_211_clause_4_2,article_211_clause_4,Clause,211,fine,,,5000000000,10000000000,false,false,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng
penalty_article_211_clause_4_3,article_211_clause_4,Clause,211,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_211_clause_4_point_a_1,article_211_clause_4_point_a,Point,211,fine,,,2000000000,5000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_211_clause_4_point_b_1,article_211_clause_4_point_b,Point,211,fine,,,5000000000,10000000000,false,false,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng
penalty_article_211_clause_4_point_d_1,article_211_clause_4_point_d,Point,211,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_212_clause_1_1,article_212_clause_1,Clause,212,imprisonment,6,36,,,false,false,phạt tù từ 06 tháng đến 03 năm
penalty_article_212_clause_1_2,article_212_clause_1,Clause,212,fine,,,500000000,2000000000,false,false,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng
penalty_article_212_clause_2_1,article_212_clause_2,Clause,212,imprisonment,24,84,,,false,false,phạt tù từ 02 năm đến 07 năm
penalty_article_212_clause_2_2,article_212_clause_2,Clause,212,fine,,,2000000000,5000000000,false,false,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng
penalty_article_212_clause_3_1,article_212_clause_3,Clause,212,fine,,,50000000,250000000,false,false,phạt tiền từ 50.000.000 đồng đến 250.000.000 đồng
penalty_article_213_clause_1_1,article_213_clause_1,Clause,213,fine,,,30000000,100000000,false,false,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng
penalty_article_213_clause_2_1,article_213_clause_2,Clause,213,imprisonment,12,36,,,false,false,phạt tù từ 01 năm đến 03 năm
penalty_article_213_clause_2_2,article_213_clause_2,Clause,213,fine,,,100000000,300000000,false,false,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng
penalty_article_213_clause_3_1,article_213_clause_3,Clause,213,imprisonment,36,84,,,false,false,phạt tù từ 03 năm đến 07 năm
penalty_article_213_clause_4_1,article_213_clause_4,Clause,213,fine,,,10000000,100000000,false,false,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng
penalty_article_213_clause_5_1,article_213_clause_5,Clause,213,fine,,,200000000,1000000000,false,false,phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng
penalty_article_213_clause_5_2,article_213_clause_5,Clause,213,fine,,,1000000000,3000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng
penalty_article_213_clause_5_3,article_213_clause_5,Clause,213,fine,,,3000000000,7000000000,false,false,phạt tiền từ 3.000.000.000 đồng đến 7.000.000.000 đồng
penalty_article_213_clause_5_point_a_1,article_213_clause_5_point_a,Point,213,fine,,,200000000,1000000000,false,false,phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng
penalty_article_213_clause_5_point_b_1,article_213_clause_5_point_b,Point,213,fine,,,1000000000,3000000000,false,false,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng
penalty_article_213_clause_5_point_c_1,article_213_clause_5_point_c,Point,213,fine,,,3000000000,7000000000,false,false,phạt tiền từ 3.000.000.000 đồng đến 7.000.000.000 đồng
penalty_article_214_clause_1_1,article_214_clause_1,Clause,214,imprisonment,3,24,,,false,false,phạt tù từ 03 tháng đến 02 năm
penalty_article_214_clause_1_2,article_214_clause_1,Clause,214,fine,,,20000000,100000000,false,false,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng
penalty_article_214_clause_2_1,article_214_clause_2,Clause,214,imprisonment,12,60,,,false,false,phạt tù từ 01 năm đến 05 năm
penalty_article_214_clause_2_2,article_214_clause_2,Clause,214,fine,,,100000000,200000000,false,false,phạt tiền từ 100.000.000 đồng đến 200.000.000 đồng
penalty_article_214_clause_3_1,article_214_clause_3,Clause,214,imprisonment,60,120,,,false,false,phạt tù từ 05 năm đến 10 năm
