id,penalty_frame_id,role,penalty_type,text,min_imprisonment_months,max_imprisonment_months,fine_min_vnd,fine_max_vnd,has_life_imprisonment,has_death_penalty
penalty_penalty_article_195_clause_4_1_main,penalty_article_195_clause_4_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_195_clause_5_1_main,penalty_article_195_clause_5_1,main,fine,phạt tiền từ 40.000.000 đồng đến 200.000.000 đồng,,,40000000,200000000,false,false
penalty_penalty_article_195_clause_6_1_main,penalty_article_195_clause_6_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng,,,2000000000,6000000000,false,false
penalty_penalty_article_195_clause_6_2_main,penalty_article_195_clause_6_2,main,fine,phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng,,,6000000000,12000000000,false,false
penalty_penalty_article_195_clause_6_3_main,penalty_article_195_clause_6_3,main,fine,phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng,,,12000000000,18000000000,false,false
penalty_penalty_article_195_clause_6_4_main,penalty_article_195_clause_6_4,main,fine,phạt tiền từ 18.000.000.000 đồng đến 30.000.000.000 đồng,,,18000000000,30000000000,false,false
penalty_penalty_article_195_clause_6_5_main,penalty_article_195_clause_6_5,main,fine,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng,,,200000000,600000000,false,false
penalty_penalty_article_195_clause_6_point_a_1_main,penalty_article_195_clause_6_point_a_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng,,,2000000000,6000000000,false,false
penalty_penalty_article_195_clause_6_point_b_1_main,penalty_article_195_clause_6_point_b_1,main,fine,phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng,,,6000000000,12000000000,false,false
penalty_penalty_article_195_clause_6_point_c_1_main,penalty_article_195_clause_6_point_c_1,main,fine,phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng,,,12000000000,18000000000,false,false
penalty_penalty_article_195_clause_6_point_d_1_main,penalty_article_195_clause_6_point_d_1,main,fine,phạt tiền từ 18.000.000.000 đồng đến 30.000.000.000 đồng,,,18000000000,30000000000,false,false
penalty_penalty_article_195_clause_6_point_e_1_main,penalty_article_195_clause_6_point_e_1,main,fine,phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng,,,200000000,600000000,false,false
penalty_penalty_article_196_clause_1_1_main,penalty_article_196_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_196_clause_1_2_main,penalty_article_196_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 300.000.000 đồng,,,30000000,300000000,false,false
penalty_penalty_article_196_clause_2_1_main,penalty_article_196_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_196_clause_2_2_main,penalty_article_196_clause_2_2,main,fine,phạt tiền từ 300.000.000 đồng đến 1.500.000.000 đồng,,,300000000,1500000000,false,false
penalty_penalty_article_196_clause_3_1_main,penalty_article_196_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 15 năm,84,180,,,false,false
penalty_penalty_article_196_clause_3_2_main,penalty_article_196_clause_3_2,main,fine,phạt tiền từ 1.500.000.000 đồng đến 5.000.000.000 đồng,,,1500000000,5000000000,false,false
penalty_penalty_article_196_clause_4_1_main,penalty_article_196_clause_4_1,main,fine,phạt tiền từ 20.000.000 đồng đến 200.000.000 đồng,,,20000000,200000000,false,false
penalty_penalty_article_196_clause_5_1_main,penalty_article_196_clause_5_1,main,fine,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng,,,300000000,1000000000,false,false
penalty_penalty_article_196_clause_5_2_main,penalty_article_196_clause_5_2,main,fine,phạt tiền từ 1.000.000.000 đồng đến 4.000.000.000 đồng,,,1000000000,4000000000,false,false
penalty_penalty_article_196_clause_5_3_main,penalty_article_196_clause_5_3,main,fine,phạt tiền từ 4.000.000.000 đồng đến 9.000.000.000 đồng,,,4000000000,9000000000,false,false
penalty_penalty_article_196_clause_5_4_main,penalty_article_196_clause_5_4,main,fine,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng,,,100000000,300000000,false,false
penalty_penalty_article_196_clause_5_point_a_1_main,penalty_article_196_clause_5_point_a_1,main,fine,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng,,,300000000,1000000000,false,false
penalty_penalty_article_196_clause_5_point_b_1_main,penalty_article_196_clause_5_point_b_1,main,fine,phạt tiền từ 1.000.000.000 đồng đến 4.000.000.000 đồng,,,1000000000,4000000000,false,false
penalty_penalty_article_196_clause_5_point_c_1_main,penalty_article_196_clause_5_point_c_1,main,fine,phạt tiền từ 4.000.000.000 đồng đến 9.000.000.000 đồng,,,4000000000,9000000000,false,false
penalty_penalty_article_196_clause_5_point_d_1_main,penalty_article_196_clause_5_point_d_1,main,fine,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng,,,100000000,300000000,false,false
penalty_penalty_article_197_clause_1_1_main,penalty_article_197_clause_1_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_197_clause_2_1_main,penalty_article_197_clause_2_1,main,fine,phạt tiền từ 5.000.000 đồng đến 50.000.000 đồng,,,5000000,50000000,false,false
penalty_penalty_article_198_clause_1_1_main,penalty_article_198_clause_1_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_198_clause_2_1_main,penalty_article_198_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_198_clause_2_2_main,penalty_article_198_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_198_clause_3_1_main,penalty_article_198_clause_3_1,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_199_clause_1_1_main,penalty_article_199_clause_1_1,main,imprisonment,phạt tù từ 03 tháng đến 02 năm,3,24,,,false,false
penalty_penalty_article_199_clause_1_2_main,penalty_article_199_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 150.000.000 đồng,,,30000000,150000000,false,false
penalty_penalty_article_199_clause_2_1_main,penalty_article_199_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_199_clause_2_2_main,penalty_article_199_clause_2_2,main,fine,phạt tiền từ 150.000.000 đồng đến 500.000.000 đồng,,,150000000,500000000,false,false
penalty_penalty_article_199_clause_3_1_main,penalty_article_199_clause_3_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_199_clause_4_1_main,penalty_article_199_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_200_clause_1_1_additional,penalty_article_200_clause_1_1,additional,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_200_clause_1_2_additional,penalty_article_200_clause_1_2,additional,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_200_clause_2_1_main,penalty_article_200_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 03 năm,12,36,,,false,false
penalty_penalty_article_200_clause_2_2_main,penalty_article_200_clause_2_2,main,fine,phạt tiền từ 500.000.000 đồng đến 1.500.000.000 đồng,,,500000000,1500000000,false,false
penalty_penalty_article_200_clause_3_1_main,penalty_article_200_clause_3_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_200_clause_3_2_main,penalty_article_200_clause_3_2,main,fine,phạt tiền từ 1.500.000.000 đồng đến 4.500.000.000 đồng,,,1500000000,4500000000,false,false
penalty_penalty_article_200_clause_4_1_main,penalty_article_200_clause_4_1,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_200_clause_5_1_main,penalty_article_200_clause_5_1,main,fine,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng,,,300000000,1000000000,false,false
penalty_penalty_article_200_clause_5_2_main,penalty_article_200_clause_5_2,main,fine,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng,,,1000000000,3000000000,false,false
penalty_penalty_article_200_clause_5_3_main,penalty_article_200_clause_5_3,main,fine,phạt tiền từ 3.000.000.000 đồng đến 10.000.000.000 đồng,,,3000000000,10000000000,false,false
penalty_penalty_article_200_clause_5_4_main,penalty_article_200_clause_5_4,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_200_clause_5_point_a_1_main,penalty_article_200_clause_5_point_a_1,main,fine,phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng,,,300000000,1000000000,false,false
penalty_penalty_article_200_clause_5_point_b_1_main,penalty_article_200_clause_5_point_b_1,main,fine,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng,,,1000000000,3000000000,false,false
penalty_penalty_article_200_clause_5_point_c_1_main,penalty_article_200_clause_5_point_c_1,main,fine,phạt tiền từ 3.000.000.000 đồng đến 10.000.000.000 đồng,,,3000000000,10000000000,false,false
penalty_penalty_article_200_clause_5_point_d_1_main,penalty_article_200_clause_5_point_d_1,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_201_clause_1_1_main,penalty_article_201_clause_1_1,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_201_clause_2_1_main,penalty_article_201_clause_2_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_201_clause_2_2_main,penalty_article_201_clause_2_2,main,fine,phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng,,,200000000,1000000000,false,false
penalty_penalty_article_201_clause_3_1_main,penalty_article_201_clause_3_1,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_202_clause_1_1_main,penalty_article_202_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_202_clause_1_2_main,penalty_article_202_clause_1_2,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_202_clause_2_1_main,penalty_article_202_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_202_clause_2_2_main,penalty_article_202_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_202_clause_3_1_main,penalty_article_202_clause_3_1,main,fine,phạt tiền từ 5.000.000 đồng đến 50.000.000 đồng,,,5000000,50000000,false,false
penalty_penalty_article_203_clause_1_1_main,penalty_article_203_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_203_clause_1_2_main,penalty_article_203_clause_1_2,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_203_clause_2_1_main,penalty_article_203_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_203_clause_2_2_main,penalty_article_203_clause_2_2,main,fine,phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng,,,200000000,500000000,false,false
penalty_penalty_article_203_clause_3_1_main,penalty_article_203_clause_3_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_203_clause_4_1_main,penalty_article_203_clause_4_1,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_203_clause_4_2_main,penalty_article_203_clause_4_2,main,fine,phạt tiền từ 500.000.000 đồng đến 1.000.000.000 đồng,,,500000000,1000000000,false,false
penalty_penalty_article_203_clause_4_3_main,penalty_article_203_clause_4_3,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_203_clause_4_point_a_1_main,penalty_article_203_clause_4_point_a_1,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_203_clause_4_point_b_1_main,penalty_article_203_clause_4_point_b_1,main,fine,phạt tiền từ 500.000.000 đồng đến 1.000.000.000 đồng,,,500000000,1000000000,false,false
penalty_penalty_article_203_clause_4_point_d_1_main,penalty_article_203_clause_4_point_d_1,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_204_clause_1_1_main,penalty_article_204_clause_1_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_204_clause_2_1_main,penalty_article_204_clause_2_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_204_clause_2_2_main,penalty_article_204_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_205_clause_1_1_main,penalty_article_205_clause_1_1,main,fine,phạt tiền từ 50.000.000 đồng đến 100.000.000 đồng,,,50000000,100000000,false,false
penalty_penalty_article_205_clause_2_1_main,penalty_article_205_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_205_clause_2_2_main,penalty_article_205_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_205_clause_3_1_main,penalty_article_205_clause_3_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_205_clause_4_1_main,penalty_article_205_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng,,,10000000,50000000,false,false
penalty_penalty_article_206_clause_1_1_main,penalty_article_206_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_206_clause_1_2_main,penalty_article_206_clause_1_2,main,fine,phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng,,,50000000,300000000,false,false
penalty_penalty_article_206_clause_2_1_main,penalty_article_206_clause_2_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_206_clause_3_1_main,penalty_article_206_clause_3_1,main,imprisonment,phạt tù từ 07 năm đến 12 năm,84,144,,,false,false
penalty_penalty_article_206_clause_4_1_main,penalty_article_206_clause_4_1,main,imprisonment,phạt tù từ 12 năm đến 20 năm,144,240,,,false,false
penalty_penalty_article_207_clause_1_1_main,penalty_article_207_clause_1_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_207_clause_2_1_main,penalty_article_207_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 12 năm,60,144,,,false,false
penalty_penalty_article_207_clause_3_1_main,penalty_article_207_clause_3_1,main,imprisonment,phạt tù từ 10 năm đến 20 năm,120,240,,,true,false
penalty_penalty_article_207_clause_4_1_main,penalty_article_207_clause_4_1,main,imprisonment,phạt tù từ 01 năm đến 03 năm,12,36,,,false,false
penalty_penalty_article_207_clause_5_1_main,penalty_article_207_clause_5_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_208_clause_1_1_main,penalty_article_208_clause_1_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_208_clause_2_1_main,penalty_article_208_clause_2_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_208_clause_3_1_main,penalty_article_208_clause_3_1,main,imprisonment,phạt tù từ 10 năm đến 15 năm,120,180,,,false,false
penalty_penalty_article_208_clause_4_1_main,penalty_article_208_clause_4_1,main,imprisonment,phạt tù từ 15 năm đến 20 năm,180,240,,,false,false
penalty_penalty_article_208_clause_5_1_main,penalty_article_208_clause_5_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_209_clause_1_1_main,penalty_article_209_clause_1_1,main,imprisonment,phạt tù từ 03 tháng đến 02 năm,3,24,,,false,false
penalty_penalty_article_209_clause_1_2_main,penalty_article_209_clause_1_2,main,fine,phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng,,,100000000,500000000,false,false
penalty_penalty_article_209_clause_2_1_main,penalty_article_209_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_209_clause_2_2_main,penalty_article_209_clause_2_2,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_209_clause_3_1_main,penalty_article_209_clause_3_1,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_209_clause_4_1_main,penalty_article_209_clause_4_1,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_209_clause_4_2_main,penalty_article_209_clause_4_2,main,fine,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng,,,2000000000,5000000000,false,false
penalty_penalty_article_209_clause_4_point_a_1_main,penalty_article_209_clause_4_point_a_1,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_209_clause_4_point_b_1_main,penalty_article_209_clause_4_point_b_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng,,,2000000000,5000000000,false,false
penalty_penalty_article_210_clause_1_1_main,penalty_article_210_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_210_clause_1_2_main,penalty_article_210_clause_1_2,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_210_clause_2_1_main,penalty_article_210_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_210_clause_2_2_main,penalty_article_210_clause_2_2,main,fine,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng,,,2000000000,5000000000,false,false
penalty_penalty_article_210_clause_3_1_main,penalty_article_210_clause_3_1,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_210_clause_4_1_main,penalty_article_210_clause_4_1,main,fine,phạt tiền từ 1.000.000.000 đồng đến 5.000.000.000 đồng,,,1000000000,5000000000,false,false
penalty_penalty_article_210_clause_4_2_main,penalty_article_210_clause_4_2,main,fine,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng,,,5000000000,10000000000,false,false
penalty_penalty_article_210_clause_4_point_a_1_main,penalty_article_210_clause_4_point_a_1,main,fine,phạt tiền từ 1.000.000.000 đồng đến 5.000.000.000 đồng,,,1000000000,5000000000,false,false
penalty_penalty_article_210_clause_4_point_b_1_main,penalty_article_210_clause_4_point_b_1,main,fine,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng,,,5000000000,10000000000,false,false
penalty_penalty_article_211_clause_1_1_main,penalty_article_211_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_211_clause_1_2_main,penalty_article_211_clause_1_2,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_211_clause_2_1_main,penalty_article_211_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_211_clause_2_2_main,penalty_article_211_clause_2_2,main,fine,phạt tiền từ 2.000.000.000 đồng đến 4.000.000.000 đồng,,,2000000000,4000000000,false,false
penalty_penalty_article_211_clause_3_1_main,penalty_article_211_clause_3_1,main,fine,phạt tiền từ 50.000.000 đồng đến 250.000.000 đồng,,,50000000,250000000,false,false
penalty_penalty_article_211_clause_4_1_main,penalty_article_211_clause_4_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng,,,2000000000,5000000000,false,false
penalty_penalty_article_211_clause_4_2_main,penalty_article_211_clause_4_2,main,fine,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng,,,5000000000,10000000000,false,false
penalty_penalty_article_211_clause_4_3_main,penalty_article_211_clause_4_3,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_211_clause_4_point_a_1_main,penalty_article_211_clause_4_point_a_1,main,fine,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng,,,2000000000,5000000000,false,false
penalty_penalty_article_211_clause_4_point_b_1_main,penalty_article_211_clause_4_point_b_1,main,fine,phạt tiền từ 5.000.000.000 đồng đến 10.000.000.000 đồng,,,5000000000,10000000000,false,false
penalty_penalty_article_211_clause_4_point_d_1_main,penalty_article_211_clause_4_point_d_1,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_212_clause_1_1_main,penalty_article_212_clause_1_1,main,imprisonment,phạt tù từ 06 tháng đến 03 năm,6,36,,,false,false
penalty_penalty_article_212_clause_1_2_main,penalty_article_212_clause_1_2,main,fine,phạt tiền từ 500.000.000 đồng đến 2.000.000.000 đồng,,,500000000,2000000000,false,false
penalty_penalty_article_212_clause_2_1_main,penalty_article_212_clause_2_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_212_clause_2_2_main,penalty_article_212_clause_2_2,main,fine,phạt tiền từ 2.000.000.000 đồng đến 5.000.000.000 đồng,,,2000000000,5000000000,false,false
penalty_penalty_article_212_clause_3_1_main,penalty_article_212_clause_3_1,main,fine,phạt tiền từ 50.000.000 đồng đến 250.000.000 đồng,,,50000000,250000000,false,false
penalty_penalty_article_213_clause_1_1_main,penalty_article_213_clause_1_1,main,fine,phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng,,,30000000,100000000,false,false
penalty_penalty_article_213_clause_2_1_main,penalty_article_213_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 03 năm,12,36,,,false,false
penalty_penalty_article_213_clause_2_2_main,penalty_article_213_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 300.000.000 đồng,,,100000000,300000000,false,false
penalty_penalty_article_213_clause_3_1_main,penalty_article_213_clause_3_1,main,imprisonment,phạt tù từ 03 năm đến 07 năm,36,84,,,false,false
penalty_penalty_article_213_clause_4_1_main,penalty_article_213_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_213_clause_5_1_main,penalty_article_213_clause_5_1,main,fine,phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng,,,200000000,1000000000,false,false
penalty_penalty_article_213_clause_5_2_main,penalty_article_213_clause_5_2,main,fine,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng,,,1000000000,3000000000,false,false
penalty_penalty_article_213_clause_5_3_main,penalty_article_213_clause_5_3,main,fine,phạt tiền từ 3.000.000.000 đồng đến 7.000.000.000 đồng,,,3000000000,7000000000,false,false
penalty_penalty_article_213_clause_5_point_a_1_main,penalty_article_213_clause_5_point_a_1,main,fine,phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng,,,200000000,1000000000,false,false
penalty_penalty_article_213_clause_5_point_b_1_main,penalty_article_213_clause_5_point_b_1,main,fine,phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng,,,1000000000,3000000000,false,false
penalty_penalty_article_213_clause_5_point_c_1_main,penalty_article_213_clause_5_point_c_1,main,fine,phạt tiền từ 3.000.000.000 đồng đến 7.000.000.000 đồng,,,3000000000,7000000000,false,false
penalty_penalty_article_214_clause_1_1_main,penalty_article_214_clause_1_1,main,imprisonment,phạt tù từ 03 tháng đến 02 năm,3,24,,,false,false
penalty_penalty_article_214_clause_1_2_main,penalty_article_214_clause_1_2,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_214_clause_2_1_main,penalty_article_214_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_214_clause_2_2_main,penalty_article_214_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 200.000.000 đồng,,,100000000,200000000,false,false
penalty_penalty_article_214_clause_3_1_main,penalty_article_214_clause_3_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_214_clause_4_1_main,penalty_article_214_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_215_clause_1_1_main,penalty_article_215_clause_1_1,main,imprisonment,phạt tù từ 03 tháng đến 02 năm,3,24,,,false,false
penalty_penalty_article_215_clause_1_2_main,penalty_article_215_clause_1_2,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_215_clause_2_1_main,penalty_article_215_clause_2_1,main,imprisonment,phạt tù từ 01 năm đến 05 năm,12,60,,,false,false
penalty_penalty_article_215_clause_2_2_main,penalty_article_215_clause_2_2,main,fine,phạt tiền từ 100.000.000 đồng đến 200.000.000 đồng,,,100000000,200000000,false,false
penalty_penalty_article_215_clause_3_1_main,penalty_article_215_clause_3_1,main,imprisonment,phạt tù từ 05 năm đến 10 năm,60,120,,,false,false
penalty_penalty_article_215_clause_4_1_main,penalty_article_215_clause_4_1,main,fine,phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng,,,10000000,100000000,false,false
penalty_penalty_article_216_clause_1_1_main,penalty_article_216_clause_1_1,main,imprisonment,phạt tù từ 03 tháng đến 01 năm,3,12,,,false,false
penalty_penalty_article_216_clause_1_2_main,penalty_article_216_clause_1_2,main,fine,phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng,,,50000000,200000000,false,false
penalty_penalty_article_216_clause_2_1_main,penalty_article_216_clause_2_1,main,fine,phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng,,,200000000,500000000,false,false
penalty_penalty_article_216_clause_3_1_main,penalty_article_216_clause_3_1,main,imprisonment,phạt tù từ 02 năm đến 07 năm,24,84,,,false,false
penalty_penalty_article_216_clause_3_2_main,penalty_article_216_clause_3_2,main,fine,phạt tiền từ 500.000.000 đồng đến 1.000.000.000 đồng,,,500000000,1000000000,false,false
penalty_penalty_article_216_clause_4_1_main,penalty_article_216_clause_4_1,main,fine,phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng,,,20000000,100000000,false,false
penalty_penalty_article_216_clause_5_1_main,penalty_article_216_clause_5_1,main,fine,phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng,,,200000000,500000000,false,false
penalty_penalty_article_216_clause_5_2_main,penalty_article_216_clause_5_2,main,fine,phạt tiền từ 500.000.000 đồng đến 1.000.000.000 đồng,,,500000000,1000000000,false,false
