id,article_id,article_code,name,text
judicial_measure_article_46,article_46,46,Các biện pháp tư pháp,"1. Biện pháp tư pháp đối với người phạm tội bao gồm: a) Tịch thu vật, tiền trực tiếp liên quan đến tội phạm; b) Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi; c) Bắt buộc chữa bệnh. 2. Biện pháp tư pháp đối với pháp nhân thương mại phạm tội bao gồm: a) Tịch thu vật, tiền trực tiếp liên quan đến tội phạm; b) Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi; c) Khôi phục lại tình trạng ban đầu; d) Thực hiện một số biện pháp nhằm khắc phục, ngăn chặn hậu quả tiếp tục xảy ra."
judicial_measure_article_47,article_47,47,"Tịch thu vật, tiền trực tiếp liên quan đến tội phạm","1. Việc tịch thu sung vào ngân sách nhà nước hoặc tịch thu tiêu hủy được áp dụng đối với: a) Công cụ, phương tiện dùng vào việc phạm tội; b) Vật hoặc tiền do phạm tội hoặc do mua bán, đổi chác những thứ ấy mà có; khoản thu lợi bất chính từ việc phạm tội; c) Vật thuộc loại Nhà nước cấm tàng trữ, cấm lưu hành. 2. Đối với vật, tiền bị người phạm tội chiếm đoạt hoặc sử dụng trái phép, thì không tịch thu mà trả lại cho chủ sở hữu hoặc người quản lý hợp pháp. 3. Vật, tiền là tài sản của người khác, nếu người này có lỗi trong việc để cho người phạm tội sử dụng vào việc thực hiện tội phạm, thì có thể bị tịch thu."
judicial_measure_article_48,article_48,48,"Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi","1. Người phạm tội phải trả lại tài sản đã chiếm đoạt cho chủ sở hữu hoặc người quản lý hợp pháp, phải sửa chữa hoặc bồi thường thiệt hại vật chất đã được xác định do hành vi phạm tội gây ra. 2. Trong trường hợp phạm tội gây thiệt hại về tinh thần, Tòa án buộc người phạm tội phải bồi thường về vật chất, công khai xin lỗi người bị hại."
judicial_measure_article_49,article_49,49,Bắt buộc chữa bệnh,"1. Đối với người thực hiện hành vi nguy hiểm cho xã hội trong khi mắc bệnh quy định tại Điều 21 của Bộ luật này, Viện kiểm sát hoặc Tòa án căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. 2. Đối với người phạm tội trong khi có năng lực trách nhiệm hình sự nhưng trước khi bị kết án đã mắc bệnh tới mức mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần, Tòa án có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. Sau khi có kết luận khỏi bệnh hoặc có kết luận đủ khả năng nhận thức, đủ khả năng điều khiển hành vi, người đó có thể phải chịu trách nhiệm hình sự. 3. Đối với người đang chấp hành hình phạt tù mà bị bệnh tới mức mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần, Tòa án có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. Sau khi có kết luận khỏi bệnh hoặc có kết luận đủ khả năng nhận thức, đủ khả năng điều khiển hành vi, nếu không có lý do khác để miễn chấp hành hình phạt, thì người đó phải tiếp tục chấp hành hình phạt. Thời gian bắt buộc chữa bệnh được trừ vào thời hạn chấp hành hình phạt tù."
