id,crime_id,article_id,article_code,requirement_type,text,normalized_text
consreq_crime_192_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_192,article_192,192,consequence,Gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_192_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_192,article_192,192,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_192_consequence_gay_thiet_hai_ve_tai_san_1,crime_192,article_192,192,consequence,Gây thiệt hại về tài sản 1,gay thiet hai ve tai san 1
consreq_crime_192_consequence_lam_chet_nguoi,crime_192,article_192,192,consequence,Làm chết người,lam chet nguoi
consreq_crime_192_consequence_lam_chet_02_nguoi_tro_len,crime_192,article_192,192,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_193_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_193,article_193,193,consequence,Gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_193_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_193,article_193,193,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_193_consequence_gay_thiet_hai_ve_tai_san_1,crime_193,article_193,193,consequence,Gây thiệt hại về tài sản 1,gay thiet hai ve tai san 1
consreq_crime_193_consequence_lam_chet_nguoi,crime_193,article_193,193,consequence,Làm chết người,lam chet nguoi
consreq_crime_193_consequence_lam_chet_02_nguoi_tro_len,crime_193,article_193,193,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_194_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_194,article_194,194,consequence,Gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_194_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_194,article_194,194,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_194_consequence_gay_thiet_hai_ve_tai_san_1,crime_194,article_194,194,consequence,Gây thiệt hại về tài sản 1,gay thiet hai ve tai san 1
consreq_crime_194_consequence_lam_chet_nguoi,crime_194,article_194,194,consequence,Làm chết người,lam chet nguoi
consreq_crime_194_consequence_lam_chet_02_nguoi_tro_len,crime_194,article_194,194,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_195_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_195,article_195,195,consequence,Gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_195_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_195,article_195,195,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_195_consequence_gay_thiet_hai_ve_tai_san_tu_1,crime_195,article_195,195,consequence,Gây thiệt hại về tài sản từ 1,gay thiet hai ve tai san tu 1
consreq_crime_195_consequence_gay_thiet_hai_ve_tai_san_3,crime_195,article_195,195,consequence,Gây thiệt hại về tài sản 3,gay thiet hai ve tai san 3
consreq_crime_199_consequence_gay_thiet_hai_ve_tai_san_tu_200,crime_199,article_199,199,consequence,Gây thiệt hại về tài sản từ 200,gay thiet hai ve tai san tu 200
consreq_crime_199_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_199,article_199,199,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_199_consequence_gay_thiet_hai_ve_tai_san_1,crime_199,article_199,199,consequence,Gây thiệt hại về tài sản 1,gay thiet hai ve tai san 1
consreq_crime_199_consequence_lam_chet_nguoi,crime_199,article_199,199,consequence,Làm chết người,lam chet nguoi
consreq_crime_199_consequence_lam_chet_02_nguoi_tro_len,crime_199,article_199,199,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_203_consequence_gay_thiet_hai_cho_ngan_sach_nha_nuoc_100,crime_203,article_203,203,consequence,Gây thiệt hại cho ngân sách nhà nước 100,gay thiet hai cho ngan sach nha nuoc 100
consreq_crime_204_consequence_gay_thiet_hai_cho_ngan_sach_nha_nuoc_hoac_cho_nguoi_khac_tu_100,crime_204,article_204,204,consequence,gây thiệt hại cho ngân sách Nhà nước hoặc cho người khác từ 100,gay thiet hai cho ngan sach nha nuoc hoac cho nguoi khac tu 100
consreq_crime_204_consequence_gay_thiet_hai_500,crime_204,article_204,204,consequence,Gây thiệt hại 500,gay thiet hai 500
consreq_crime_205_consequence_gay_thiet_hai_cho_tai_san_cua_nha_nuoc_tu_50,crime_205,article_205,205,consequence,gây thiệt hại cho tài sản của Nhà nước từ 50,gay thiet hai cho tai san cua nha nuoc tu 50
consreq_crime_205_consequence_gay_thiet_hai_cho_tai_san_cua_nha_nuoc_tu_200,crime_205,article_205,205,consequence,Gây thiệt hại cho tài sản của Nhà nước từ 200,gay thiet hai cho tai san cua nha nuoc tu 200
consreq_crime_205_consequence_gay_thiet_hai_cho_tai_san_cua_nha_nuoc_tu_1,crime_205,article_205,205,consequence,gây thiệt hại cho tài sản của Nhà nước từ 1,gay thiet hai cho tai san cua nha nuoc tu 1
consreq_crime_206_consequence_gay_thiet_hai_cho_nguoi_khac_ve_tai_san_tu_100,crime_206,article_206,206,consequence,gây thiệt hại cho người khác về tài sản từ 100,gay thiet hai cho nguoi khac ve tai san tu 100
consreq_crime_206_consequence_gay_thiet_hai_ve_tai_san_tu_300,crime_206,article_206,206,consequence,gây thiệt hại về tài sản từ 300,gay thiet hai ve tai san tu 300
consreq_crime_206_consequence_gay_thiet_hai_ve_tai_san_tu_1,crime_206,article_206,206,consequence,gây thiệt hại về tài sản từ 1,gay thiet hai ve tai san tu 1
consreq_crime_206_consequence_gay_thiet_hai_ve_tai_san_3,crime_206,article_206,206,consequence,gây thiệt hại về tài sản 3,gay thiet hai ve tai san 3
consreq_crime_209_consequence_gay_thiet_hai_cho_nha_dau_tu_tu_1,crime_209,article_209,209,consequence,Gây thiệt hại cho nhà đầu tư từ 1,gay thiet hai cho nha dau tu tu 1
consreq_crime_209_consequence_gay_thiet_hai_cho_nha_dau_tu_3,crime_209,article_209,209,consequence,Gây thiệt hại cho nhà đầu tư 3,gay thiet hai cho nha dau tu 3
consreq_crime_210_consequence_gay_thiet_hai_cho_nha_dau_tu_tu_500,crime_210,article_210,210,consequence,gây thiệt hại cho nhà đầu tư từ 500,gay thiet hai cho nha dau tu tu 500
consreq_crime_210_consequence_gay_thiet_hai_cho_nha_dau_tu_1,crime_210,article_210,210,consequence,Gây thiệt hại cho nhà đầu tư 1,gay thiet hai cho nha dau tu 1
consreq_crime_211_consequence_gay_thiet_hai_cho_nha_dau_tu_tu_1,crime_211,article_211,211,consequence,gây thiệt hại cho nhà đầu tư từ 1,gay thiet hai cho nha dau tu tu 1
consreq_crime_211_consequence_gay_thiet_hai_cho_nha_dau_tu_3,crime_211,article_211,211,consequence,Gây thiệt hại cho nhà đầu tư 3,gay thiet hai cho nha dau tu 3
consreq_crime_212_consequence_gay_thiet_hai_cho_nha_dau_tu_tu_1,crime_212,article_212,212,consequence,gây thiệt hại cho nhà đầu tư từ 1,gay thiet hai cho nha dau tu tu 1
consreq_crime_212_consequence_gay_thiet_hai_cho_nha_dau_tu_3,crime_212,article_212,212,consequence,Gây thiệt hại cho nhà đầu tư 3,gay thiet hai cho nha dau tu 3
consreq_crime_213_consequence_gay_thiet_hai_tu_50,crime_213,article_213,213,consequence,gây thiệt hại từ 50,gay thiet hai tu 50
consreq_crime_213_consequence_gay_thiet_hai_ve_tai_san_suc_khoe_cua_minh_de_huong_quyen_loi_bao_hiem_tru_truong_hop_luat_co_quy_,crime_213,article_213,213,consequence,"gây thiệt hại về tài sản, sức khỏe của mình để hưởng quyền lợi bảo hiểm, trừ trường hợp luật có quy định khác",gay thiet hai ve tai san suc khoe cua minh de huong quyen loi bao hiem tru truong hop luat co quy dinh khac
consreq_crime_213_consequence_gay_thiet_hai_tu_200,crime_213,article_213,213,consequence,Gây thiệt hại từ 200,gay thiet hai tu 200
consreq_crime_213_consequence_gay_thiet_hai_1,crime_213,article_213,213,consequence,Gây thiệt hại 1,gay thiet hai 1
consreq_crime_213_consequence_gay_thiet_hai_tu_400,crime_213,article_213,213,consequence,gây thiệt hại từ 400,gay thiet hai tu 400
consreq_crime_214_consequence_gay_thiet_hai_tu_20,crime_214,article_214,214,consequence,gây thiệt hại từ 20,gay thiet hai tu 20
consreq_crime_214_consequence_gay_thiet_hai_tu_200,crime_214,article_214,214,consequence,Gây thiệt hại từ 200,gay thiet hai tu 200
consreq_crime_214_consequence_gay_thiet_hai_500,crime_214,article_214,214,consequence,Gây thiệt hại 500,gay thiet hai 500
consreq_crime_215_consequence_gay_thiet_hai_tu_20,crime_215,article_215,215,consequence,gây thiệt hại từ 20,gay thiet hai tu 20
consreq_crime_215_consequence_gay_thiet_hai_tu_200,crime_215,article_215,215,consequence,Gây thiệt hại từ 200,gay thiet hai tu 200
consreq_crime_215_consequence_gay_thiet_hai_500,crime_215,article_215,215,consequence,Gây thiệt hại 500,gay thiet hai 500
consreq_crime_217_consequence_gay_thiet_hai_cho_nguoi_khac_tu_1,crime_217,article_217,217,consequence,gây thiệt hại cho người khác từ 1,gay thiet hai cho nguoi khac tu 1
consreq_crime_217_consequence_gay_thiet_hai_cho_nguoi_khac_5,crime_217,article_217,217,consequence,Gây thiệt hại cho người khác 5,gay thiet hai cho nguoi khac 5
consreq_crime_217a_consequence_gay_thiet_hai_cho_nguoi_khac_tu_500,crime_217a,article_217a,217a,consequence,Gây thiệt hại cho người khác từ 500,gay thiet hai cho nguoi khac tu 500
consreq_crime_217a_consequence_gay_thiet_hai_cho_nguoi_khac_1,crime_217a,article_217a,217a,consequence,Gây thiệt hại cho người khác 1,gay thiet hai cho nguoi khac 1
consreq_crime_218_consequence_gay_thiet_hai_cho_nguoi_khac_tu_50,crime_218,article_218,218,consequence,gây thiệt hại cho người khác từ 50,gay thiet hai cho nguoi khac tu 50
consreq_crime_218_consequence_gay_thiet_hai_cho_nguoi_khac_300,crime_218,article_218,218,consequence,Gây thiệt hại cho người khác 300,gay thiet hai cho nguoi khac 300
consreq_crime_220_consequence_gay_thiet_hai_tu_100,crime_220,article_220,220,consequence,gây thiệt hại từ 100,gay thiet hai tu 100
consreq_crime_220_consequence_gay_thiet_hai_tu_300,crime_220,article_220,220,consequence,Gây thiệt hại từ 300,gay thiet hai tu 300
consreq_crime_220_consequence_gay_thiet_hai_1,crime_220,article_220,220,consequence,gây thiệt hại 1,gay thiet hai 1
consreq_crime_221_consequence_gay_thiet_hai_tu_100,crime_221,article_221,221,consequence,gây thiệt hại từ 100,gay thiet hai tu 100
consreq_crime_221_consequence_gay_thiet_hai_tu_300,crime_221,article_221,221,consequence,Gây thiệt hại từ 300,gay thiet hai tu 300
consreq_crime_221_consequence_gay_thiet_hai_1,crime_221,article_221,221,consequence,gây thiệt hại 1,gay thiet hai 1
consreq_crime_222_consequence_gay_thiet_hai_tu_100,crime_222,article_222,222,consequence,gây thiệt hại từ 100,gay thiet hai tu 100
consreq_crime_222_consequence_gay_thiet_hai_tu_300,crime_222,article_222,222,consequence,Gây thiệt hại từ 300,gay thiet hai tu 300
consreq_crime_222_consequence_gay_thiet_hai_1,crime_222,article_222,222,consequence,gây thiệt hại 1,gay thiet hai 1
consreq_crime_224_consequence_gay_thiet_hai_tu_100,crime_224,article_224,224,consequence,gây thiệt hại từ 100,gay thiet hai tu 100
consreq_crime_224_consequence_gay_thiet_hai_tu_300,crime_224,article_224,224,consequence,Gây thiệt hại từ 300,gay thiet hai tu 300
consreq_crime_224_consequence_gay_thiet_hai_1,crime_224,article_224,224,consequence,gây thiệt hại 1,gay thiet hai 1
consreq_crime_225_consequence_gay_thiet_hai_cho_chu_the_quyen_tac_gia_quyen_lien_quan_tu_100,crime_225,article_225,225,consequence,"gây thiệt hại cho chủ thể quyền tác giả, quyền liên quan từ 100",gay thiet hai cho chu the quyen tac gia quyen lien quan tu 100
consreq_crime_225_consequence_gay_thiet_hai_cho_chu_the_quyen_tac_gia_quyen_lien_quan_500,crime_225,article_225,225,consequence,"Gây thiệt hại cho chủ thể quyền tác giả, quyền liên quan 500",gay thiet hai cho chu the quyen tac gia quyen lien quan 500
consreq_crime_225_consequence_gay_thiet_hai_cho_chu_the_quyen_tac_gia_quyen_lien_quan_tu_300,crime_225,article_225,225,consequence,"gây thiệt hại cho chủ thể quyền tác giả, quyền liên quan từ 300",gay thiet hai cho chu the quyen tac gia quyen lien quan tu 300
consreq_crime_226_consequence_gay_thiet_hai_cho_chu_so_huu_nhan_hieu_hoac_chi_dan_dia_ly_tu_200,crime_226,article_226,226,consequence,gây thiệt hại cho chủ sở hữu nhãn hiệu hoặc chỉ dẫn địa lý từ 200,gay thiet hai cho chu so huu nhan hieu hoac chi dan dia ly tu 200
consreq_crime_226_consequence_gay_thiet_hai_cho_chu_so_huu_nhan_hieu_hoac_chi_dan_dia_ly_500,crime_226,article_226,226,consequence,Gây thiệt hại cho chủ sở hữu nhãn hiệu hoặc chỉ dẫn địa lý 500,gay thiet hai cho chu so huu nhan hieu hoac chi dan dia ly 500
consreq_crime_226_consequence_gay_thiet_hai_cho_chu_so_huu_nhan_hieu_hoac_chi_dan_dia_ly_tu_300,crime_226,article_226,226,consequence,gây thiệt hại cho chủ sở hữu nhãn hiệu hoặc chỉ dẫn địa lý từ 300,gay thiet hai cho chu so huu nhan hieu hoac chi dan dia ly tu 300
consreq_crime_226_consequence_gay_thiet_hai_cho_chu_so_huu_nhan_hieu_hoac_chi_dan_dia_ly_tu_100,crime_226,article_226,226,consequence,gây thiệt hại cho chủ sở hữu nhãn hiệu hoặc chỉ dẫn địa lý từ 100,gay thiet hai cho chu so huu nhan hieu hoac chi dan dia ly tu 100
consreq_crime_227_consequence_lam_chet_nguoi,crime_227,article_227,227,consequence,Làm chết người,lam chet nguoi
consreq_crime_227_consequence_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_61_tro_len,crime_227,article_227,227,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len
consreq_crime_227_consequence_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_02_nguoi_tro_len_ma_tong_ty_le_ton_thuong_co_the,crime_227,article_227,227,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121
consreq_crime_227_consequence_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_02_nguoi_tro_len_ma_tong_ty_le_ton_thuong_co_the,crime_227,article_227,227,consequence,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 122% trở lên,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 122 tro len
consreq_crime_227_consequence_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_61_tro_len,crime_227,article_227,227,consequence,gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên hoặc gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len hoac gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121
consreq_crime_230_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_230,article_230,230,consequence,gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_230_consequence_gay_thiet_hai_tu_300,crime_230,article_230,230,consequence,Gây thiệt hại từ 300,gay thiet hai tu 300
consreq_crime_230_consequence_gay_thiet_hai_1,crime_230,article_230,230,consequence,gây thiệt hại 1,gay thiet hai 1
consreq_crime_231_consequence_gay_thiet_hai_hoac_that_thoat_tien_hang_cuu_tro_tu_100,crime_231,article_231,231,consequence,"gây thiệt hại hoặc thất thoát tiền, hàng cứu trợ từ 100",gay thiet hai hoac that thoat tien hang cuu tro tu 100
consreq_crime_231_consequence_gay_thiet_hai_hoac_that_thoat_tien_hang_cuu_tro_300,crime_231,article_231,231,consequence,"Gây thiệt hại hoặc thất thoát tiền, hàng cứu trợ 300",gay thiet hai hoac that thoat tien hang cuu tro 300
consreq_crime_235_consequence_hau_qua_nghiem_trong,crime_235,article_235,235,consequence,hậu quả nghiêm trọng,hau qua nghiem trong
consreq_crime_235_consequence_hau_qua_rat_nghiem_trong_hoac_dac_biet_nghiem_trong,crime_235,article_235,235,consequence,hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng,hau qua rat nghiem trong hoac dac biet nghiem trong
consreq_crime_237_consequence_gay_thiet_hai_tu_1,crime_237,article_237,237,consequence,gây thiệt hại từ 1,gay thiet hai tu 1
consreq_crime_237_consequence_gay_thiet_hai_tu_3,crime_237,article_237,237,consequence,Gây thiệt hại từ 3,gay thiet hai tu 3
consreq_crime_237_consequence_gay_thiet_hai_7,crime_237,article_237,237,consequence,Gây thiệt hại 7,gay thiet hai 7
consreq_crime_237_consequence_lam_chet_nguoi,crime_237,article_237,237,consequence,Làm chết người,lam chet nguoi
consreq_crime_237_consequence_lam_chet_02_nguoi_tro_len,crime_237,article_237,237,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_238_consequence_gay_thiet_hai_tu_100,crime_238,article_238,238,consequence,gây thiệt hại từ 100,gay thiet hai tu 100
consreq_crime_238_consequence_gay_thiet_hai_tu_300,crime_238,article_238,238,consequence,Gây thiệt hại từ 300,gay thiet hai tu 300
consreq_crime_238_consequence_gay_thiet_hai_1,crime_238,article_238,238,consequence,Gây thiệt hại 1,gay thiet hai 1
consreq_crime_238_consequence_lam_chet_nguoi,crime_238,article_238,238,consequence,Làm chết người,lam chet nguoi
consreq_crime_238_consequence_lam_chet_02_nguoi_tro_len,crime_238,article_238,238,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_240_consequence_lam_chet_nguoi,crime_240,article_240,240,consequence,Làm chết người,lam chet nguoi
consreq_crime_240_consequence_lam_chet_02_nguoi_tro_len,crime_240,article_240,240,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_241_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_241,article_241,241,consequence,gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_241_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_241,article_241,241,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_241_consequence_gay_thiet_hai_ve_tai_san_1,crime_241,article_241,241,consequence,Gây thiệt hại về tài sản 1,gay thiet hai ve tai san 1
consreq_crime_242_consequence_gay_thiet_hai_nguon_loi_thuy_san_tu_100,crime_242,article_242,242,consequence,gây thiệt hại nguồn lợi thủy sản từ 100,gay thiet hai nguon loi thuy san tu 100
consreq_crime_242_consequence_gay_thiet_hai_nguon_loi_thuy_san_tu_500,crime_242,article_242,242,consequence,Gây thiệt hại nguồn lợi thủy sản từ 500,gay thiet hai nguon loi thuy san tu 500
consreq_crime_242_consequence_gay_thiet_hai_nguon_loi_thuy_san_1,crime_242,article_242,242,consequence,Gây thiệt hại nguồn lợi thủy sản 1,gay thiet hai nguon loi thuy san 1
consreq_crime_242_consequence_lam_chet_nguoi,crime_242,article_242,242,consequence,Làm chết người,lam chet nguoi
consreq_crime_242_consequence_lam_chet_02_nguoi_tro_len,crime_242,article_242,242,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_243_consequence_gay_thiet_hai_ve_lam_san_tri_gia_tu_50,crime_243,article_243,243,consequence,Gây thiệt hại về lâm sản trị giá từ 50,gay thiet hai ve lam san tri gia tu 50
consreq_crime_243_consequence_gay_thiet_hai_ve_lam_san_tri_gia_tu_100,crime_243,article_243,243,consequence,Gây thiệt hại về lâm sản trị giá từ 100,gay thiet hai ve lam san tri gia tu 100
consreq_crime_243_consequence_gay_thiet_hai_ve_lam_san_tri_gia_200,crime_243,article_243,243,consequence,Gây thiệt hại về lâm sản trị giá 200,gay thiet hai ve lam san tri gia 200
consreq_crime_245_consequence_gay_thiet_hai_ve_tai_san_tu_50,crime_245,article_245,245,consequence,Gây thiệt hại về tài sản từ 50,gay thiet hai ve tai san tu 50
consreq_crime_245_consequence_gay_thiet_hai_den_canh_quan_he_sinh_thai_tu_nhien_trong_phan_khu_bao_ve_nghiem_ngat_cua_khu_bao_to,crime_245,article_245,245,consequence,"Gây thiệt hại đến cảnh quan, hệ sinh thái tự nhiên trong phân khu bảo vệ nghiêm ngặt của khu bảo tồn thiên nhiên có tổng diện tích từ 300 mét vuông (m2) đến dưới 500 mét vuông (m2)",gay thiet hai den canh quan he sinh thai tu nhien trong phan khu bao ve nghiem ngat cua khu bao ton thien nhien co tong dien tich tu 300 met vuong m2 den duoi 500 met vuong m2
consreq_crime_245_consequence_gay_thiet_hai_ve_tai_san_200,crime_245,article_245,245,consequence,Gây thiệt hại về tài sản 200,gay thiet hai ve tai san 200
consreq_crime_245_consequence_gay_thiet_hai_den_canh_quan_he_sinh_thai_tu_nhien_trong_phan_khu_bao_ve_nghiem_ngat_cua_khu_bao_to,crime_245,article_245,245,consequence,"Gây thiệt hại đến cảnh quan, hệ sinh thái tự nhiên trong phân khu bảo vệ nghiêm ngặt của khu bảo tồn thiên nhiên có tổng diện tích 500 mét vuông (m2) trở lên",gay thiet hai den canh quan he sinh thai tu nhien trong phan khu bao ve nghiem ngat cua khu bao ton thien nhien co tong dien tich 500 met vuong m2 tro len
consreq_crime_246_consequence_gay_thiet_hai_ve_tai_san_tu_150,crime_246,article_246,246,consequence,gây thiệt hại về tài sản từ 150,gay thiet hai ve tai san tu 150
consreq_crime_246_consequence_gay_thiet_hai_ve_tai_san_500,crime_246,article_246,246,consequence,gây thiệt hại về tài sản 500,gay thiet hai ve tai san 500
consreq_crime_255_consequence_lam_chet_02_nguoi_tro_len,crime_255,article_255,255,consequence,Làm chết 02 người trở lên,lam chet 02 nguoi tro len
consreq_crime_255_consequence_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_tu_31_den_60,crime_255,article_255,255,consequence,tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%,ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60
consreq_crime_255_consequence_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_tu_61_tro_len_hoac_gay_chet_nguoi,crime_255,article_255,255,consequence,tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 61% trở lên hoặc gây chết người,ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 61 tro len hoac gay chet nguoi
consreq_crime_255_consequence_ton_hai_cho_suc_khoe_cho_02_nguoi_tro_len_ma_ty_le_ton_thuong_co_the_cua_moi_nguoi_tu_31_den_60,crime_255,article_255,255,consequence,tổn hại cho sức khỏe cho 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60%,ton hai cho suc khoe cho 02 nguoi tro len ma ty le ton thuong co the cua moi nguoi tu 31 den 60
consreq_crime_255_consequence_ton_hai_cho_suc_khoe_cua_02_nguoi_tro_len_ma_ty_le_ton_thuong_co_the_cua_moi_nguoi_61_tro_len,crime_255,article_255,255,consequence,tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên,ton hai cho suc khoe cua 02 nguoi tro len ma ty le ton thuong co the cua moi nguoi 61 tro len
consreq_crime_257_consequence_lam_chet_02_nguoi_tro_len_thi_bi_phat_tu_20_nam_hoac_tu_chung_than,crime_257,article_257,257,consequence,"làm chết 02 người trở lên, thì bị phạt tù 20 năm hoặc tù chung thân",lam chet 02 nguoi tro len thi bi phat tu 20 nam hoac tu chung than
consreq_crime_257_consequence_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_tu_31_den_60,crime_257,article_257,257,consequence,tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%,ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60
consreq_crime_257_consequence_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_tu_61_tro_len_hoac_gay_chet_nguoi,crime_257,article_257,257,consequence,tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 61% trở lên hoặc gây chết người,ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 61 tro len hoac gay chet nguoi
consreq_crime_258_consequence_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_tu_31_den_60,crime_258,article_258,258,consequence,tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%,ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60
consreq_crime_258_consequence_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the_61_tro_len_hoac_gay_chet_nguoi,crime_258,article_258,258,consequence,tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên hoặc gây chết người,ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len hoac gay chet nguoi
consreq_crime_260_consequence_gay_thiet_hai_cho_nguoi_khac_thuoc_mot_trong_cac_truong_hop_sau_day_thi_bi_phat_tien_tu_30,crime_260,article_260,260,consequence,"gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30",gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day thi bi phat tien tu 30
consreq_crime_260_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_260,article_260,260,consequence,Gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_260_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_260,article_260,260,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
consreq_crime_260_consequence_gay_thiet_hai_ve_tai_san_1,crime_260,article_260,260,consequence,Gây thiệt hại về tài sản 1,gay thiet hai ve tai san 1
consreq_crime_260_consequence_lam_chet_nguoi,crime_260,article_260,260,consequence,Làm chết người,lam chet nguoi
consreq_crime_261_consequence_gay_thiet_hai_cho_nguoi_khac_thuoc_mot_trong_cac_truong_hop_sau_day_thi_bi_phat_tien_tu_30,crime_261,article_261,261,consequence,"gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30",gay thiet hai cho nguoi khac thuoc mot trong cac truong hop sau day thi bi phat tien tu 30
consreq_crime_261_consequence_gay_thiet_hai_ve_tai_san_tu_100,crime_261,article_261,261,consequence,Gây thiệt hại về tài sản từ 100,gay thiet hai ve tai san tu 100
consreq_crime_261_consequence_gay_thiet_hai_ve_tai_san_tu_500,crime_261,article_261,261,consequence,Gây thiệt hại về tài sản từ 500,gay thiet hai ve tai san tu 500
